latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,37.0,0,GMT,GMT

time,temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),sunshine_duration (s)
2024-11-12,3.8,0.10,0.00,8283.34
2024-11-13,5.2,0.60,0.00,12858.29
2024-11-14,6.5,0.30,0.00,6922.08
2024-11-15,6.9,0.10,0.00,760.86
2024-11-16,6.5,0.00,0.00,17342.62
2024-11-17,6.0,3.70,0.00,6399.34
2024-11-18,4.1,0.70,0.00,17655.90
2024-11-19,3.5,25.10,0.84,0.00
2024-11-20,1.8,0.20,0.28,0.00
2024-11-21,0.9,0.10,0.21,14854.62
2024-11-22,1.7,0.10,0.21,3424.62
2024-11-23,2.2,0.00,0.00,14861.93
2024-11-24,8.8,11.40,0.00,3996.74
2024-11-25,12.5,0.10,0.00,14118.71
2024-11-26,8.4,1.80,0.00,13838.34
2024-11-27,6.2,4.60,0.00,12731.42
2024-11-28,6.3,8.20,0.00,0.00
2024-11-29,4.1,0.10,0.00,14751.02
2024-11-30,2.8,0.00,0.00,23593.90
2024-12-01,0.3,0.00,0.00,23465.19
2024-12-02,2.7,0.00,0.00,7337.88
2024-12-03,5.4,1.30,0.00,4300.52
2024-12-04,3.7,0.20,0.00,1836.77
2024-12-05,3.4,0.10,0.00,11002.69
2024-12-06,4.0,9.40,0.00,63.35
2024-12-07,5.2,3.40,0.00,7200.00
2024-12-08,4.1,1.30,0.00,0.00
2024-12-09,3.3,2.10,0.00,0.00
2024-12-10,2.9,0.10,0.00,0.00
2024-12-11,2.1,0.00,0.00,4028.68
2024-12-12,1.5,0.00,0.00,12453.47
2024-12-13,0.9,0.00,0.00,4200.08
2024-12-14,0.2,1.40,0.00,0.00
2024-12-15,5.3,3.00,0.00,0.00
2024-12-16,9.7,1.20,0.00,0.00
2024-12-17,8.7,0.30,0.00,4597.50
2024-12-18,8.4,0.70,0.00,11529.14
2024-12-19,10.2,4.40,0.00,6797.04
2024-12-20,4.7,0.20,0.00,21780.24
2024-12-21,4.8,1.70,0.00,365.30
2024-12-22,5.3,3.70,0.00,12244.04
2024-12-23,3.2,1.60,0.28,0.00
2024-12-24,3.2,0.00,0.00,0.00
2024-12-25,2.7,0.30,0.00,4824.43
2024-12-26,5.4,0.40,0.00,0.00
2024-12-27,3.3,0.00,0.00,0.00
2024-12-28,-1.4,0.00,0.00,1561.29
2024-12-29,-0.6,0.00,0.00,7053.58
2024-12-30,2.5,0.00,0.00,0.00
2024-12-31,1.7,0.00,0.00,19015.90
2025-01-01,5.1,0.50,0.00,3668.93
2025-01-02,3.9,3.70,0.00,19521.98
2025-01-03,0.7,0.40,1.89,12420.24
2025-01-04,-1.1,0.00,0.00,8627.97
2025-01-05,-0.8,4.70,3.78,0.00
2025-01-06,7.7,11.70,0.00,982.02
2025-01-07,5.0,1.40,0.35,23177.56
2025-01-08,1.6,0.10,0.21,19673.70
2025-01-09,0.7,1.20,10.78,0.00
2025-01-10,0.6,1.00,2.52,0.00
2025-01-11,0.2,0.00,1.68,1030.96
2025-01-12,-1.1,0.00,0.00,21703.15
2025-01-13,-3.5,0.00,0.00,22315.03
2025-01-14,-0.9,2.50,0.00,1877.62
2025-01-15,2.7,0.10,0.00,0.00
2025-01-16,2.0,0.00,0.00,0.00
2025-01-17,-0.6,0.00,0.00,3054.23
2025-01-18,-2.0,0.00,0.00,9692.77
2025-01-19,0.3,0.00,0.00,25055.81
2025-01-20,1.4,0.00,0.00,23750.88
2025-01-21,-1.7,0.00,0.00,16155.39
2025-01-22,-0.1,0.00,0.00,17841.58
2025-01-23,1.8,4.40,0.00,3336.30
2025-01-24,4.8,1.90,0.00,18000.00
2025-01-25,9.1,0.90,0.00,4102.18
2025-01-26,6.6,7.90,0.00,10943.67
2025-01-27,7.9,1.70,0.00,2421.12
2025-01-28,6.7,2.40,0.00,10325.02
2025-01-29,5.6,2.30,0.00,9911.10
2025-01-30,5.3,0.90,0.00,7811.31
2025-01-31,3.8,2.50,0.00,20068.61
2025-02-01,2.1,0.00,0.00,1132.23
2025-02-02,1.7,0.00,0.00,10529.65
2025-02-03,0.2,0.00,0.00,19694.80
2025-02-04,-0.6,0.00,0.00,28789.91
2025-02-05,0.8,0.00,0.00,1059.33
2025-02-06,3.3,0.00,0.00,0.00
2025-02-07,1.8,0.00,0.00,0.00
2025-02-08,1.9,0.00,0.00,26681.97
2025-02-09,0.0,0.00,0.00,29986.82
2025-02-10,0.0,0.00,0.00,24441.32
2025-02-11,-0.7,0.00,0.00,28415.10
2025-02-12,-2.4,0.00,0.00,30783.20
2025-02-13,-1.3,0.20,4.83,0.00
2025-02-14,-0.5,0.20,0.91,14186.87
2025-02-15,-2.2,0.00,0.91,816.88
2025-02-16,-3.7,0.00,0.07,26219.75
2025-02-17,-7.3,0.00,0.00,31663.75
2025-02-18,-7.4,0.00,0.00,31931.69
2025-02-19,-6.1,0.00,0.00,32201.77
2025-02-20,-3.1,0.00,0.00,32509.29
2025-02-21,2.5,0.00,0.00,16504.10
2025-02-22,4.1,0.00,0.00,32946.32
2025-02-23,6.2,0.00,0.00,11748.29
2025-02-24,6.5,0.00,0.00,29545.85
2025-02-25,8.0,4.00,0.00,22643.99
2025-02-26,5.8,3.90,0.00,3703.21
2025-02-27,6.0,1.40,0.00,18383.58
2025-02-28,3.4,3.10,0.00,0.00
2025-03-01,3.2,0.20,0.00,6879.79
2025-03-02,3.9,0.00,0.00,11324.97
2025-03-03,5.3,0.00,0.00,35077.40
2025-03-04,4.8,0.00,0.00,35516.55
2025-03-05,6.9,0.00,0.00,35896.17
2025-03-06,7.8,0.00,0.00,36298.23
2025-03-07,8.4,0.00,0.00,36607.30
2025-03-08,8.7,0.00,0.00,36901.46
2025-03-09,8.2,0.00,0.00,37152.56
2025-03-10,7.5,0.00,0.00,37404.47
2025-03-11,4.8,0.00,0.00,28927.65
2025-03-12,5.3,2.10,0.00,7917.08
2025-03-13,4.3,0.10,0.00,15334.54
2025-03-14,4.4,0.60,0.00,36732.83
2025-03-15,3.8,0.60,0.00,13580.10
2025-03-16,3.5,0.60,0.00,34783.46
2025-03-17,2.0,0.00,0.00,38605.50
2025-03-18,1.7,0.00,0.00,38945.90
2025-03-19,3.8,0.00,0.00,39256.19
2025-03-20,6.8,0.00,0.00,39501.98
2025-03-21,9.1,0.00,0.00,39653.27
2025-03-22,8.5,0.00,0.00,40135.46
2025-03-23,9.7,0.00,0.00,32449.04
2025-03-24,10.0,0.00,0.00,24526.86
2025-03-25,8.7,0.00,0.00,39538.70
2025-03-26,7.8,0.80,0.00,1745.38
2025-03-27,6.3,0.00,0.00,24400.85
2025-03-28,7.9,0.00,0.00,41840.93
2025-03-29,8.7,0.00,0.00,34068.20
2025-03-30,5.8,7.40,0.21,21646.63
2025-03-31,7.2,0.80,0.00,21427.83
2025-04-01,8.0,0.00,0.00,39036.38
2025-04-02,8.6,0.00,0.00,42580.59
2025-04-03,10.6,0.00,0.00,42717.49
2025-04-04,12.6,0.00,0.00,42851.72
2025-04-05,6.1,0.00,0.00,40990.96
2025-04-06,3.8,0.00,0.00,41413.73
2025-04-07,7.4,0.00,0.00,25191.72
2025-04-08,8.4,0.00,0.00,32407.70
2025-04-09,9.5,0.10,0.00,27520.04
2025-04-10,9.0,0.00,0.00,38032.98
2025-04-11,10.0,0.50,0.00,18101.91
2025-04-12,12.7,0.00,0.00,39786.22
2025-04-13,15.4,0.00,0.00,44403.90
2025-04-14,15.8,0.60,0.00,40978.16
2025-04-15,16.8,0.10,0.00,36000.00
2025-04-16,19.1,0.00,0.00,45136.37
2025-04-17,20.1,0.00,0.00,41601.71
2025-04-18,12.3,3.70,0.00,0.00
2025-04-19,9.2,3.80,0.00,0.00
2025-04-20,12.7,0.00,0.00,45770.31
2025-04-21,14.4,1.30,0.00,24378.41
2025-04-22,13.5,4.40,0.00,38966.22
2025-04-23,12.9,1.30,0.00,30225.64
2025-04-24,12.8,0.00,0.00,39552.73
2025-04-25,11.2,0.00,0.00,37916.43
2025-04-26,10.2,0.00,0.00,48584.31
2025-04-27,11.4,0.00,0.00,48797.77
2025-04-28,14.4,0.00,0.00,49009.46
2025-04-29,16.1,0.00,0.00,49219.24
2025-04-30,17.0,0.00,0.00,49426.90
2025-05-01,19.0,0.00,0.00,49632.27
2025-05-02,20.4,0.60,0.00,43090.18
2025-05-03,14.8,1.00,0.00,36834.04
2025-05-04,11.0,0.50,0.00,31441.93
2025-05-05,8.9,0.00,0.00,42699.64
2025-05-06,9.7,0.00,0.00,41941.68
2025-05-07,11.3,0.00,0.00,46484.39
2025-05-08,11.6,0.00,0.00,29640.48
2025-05-09,13.7,0.00,0.00,50400.00
2025-05-10,14.1,0.10,0.00,41880.90
2025-05-11,12.5,0.00,0.00,50524.01
2025-05-12,12.7,0.00,0.00,50531.20
2025-05-13,14.9,0.00,0.00,50614.65
2025-05-14,16.7,0.00,0.00,49348.91
2025-05-15,11.8,0.80,0.00,47962.03
2025-05-16,12.0,1.60,0.00,39247.95
2025-05-17,11.0,1.70,0.00,32447.81
2025-05-18,10.7,2.40,0.00,21499.43
2025-05-19,12.6,0.70,0.00,12924.62
2025-05-20,16.6,0.00,0.00,51252.55
2025-05-21,16.9,0.00,0.00,51265.83
2025-05-22,11.5,0.20,0.00,42534.57
2025-05-23,9.2,2.10,0.00,48419.43
2025-05-24,12.3,0.10,0.00,35824.53
2025-05-25,14.2,3.10,0.00,4748.37
2025-05-26,15.4,0.10,0.00,40569.79
2025-05-27,16.2,0.00,0.00,43713.50
2025-05-28,16.0,4.60,0.00,28436.10
2025-05-29,14.4,0.10,0.00,47560.03
2025-05-30,18.6,3.80,0.00,36473.21
2025-05-31,19.8,1.00,0.00,49678.40
2025-06-01,20.6,2.40,0.00,36353.59
2025-06-02,18.1,0.20,0.00,50698.49
2025-06-03,19.6,0.00,0.00,51539.91
2025-06-04,20.6,2.90,0.00,47282.09
2025-06-05,19.3,1.50,0.00,40649.88
2025-06-06,18.4,1.50,0.00,36607.35
2025-06-07,17.6,5.40,0.00,49128.32
2025-06-08,15.5,7.60,0.00,52473.72
2025-06-09,13.9,3.60,0.00,49285.36
2025-06-10,14.8,5.80,0.00,11865.84
2025-06-11,15.8,0.90,0.00,48035.18
2025-06-12,16.8,0.00,0.00,55367.75
2025-06-13,19.1,0.00,0.00,55407.55
2025-06-14,23.4,0.00,0.00,55486.68
2025-06-15,23.7,1.70,0.00,46837.41
