latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,37.0,0,GMT,GMT

time,temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),sunshine_duration (s)
2020-02-08,4.7,0.00,0.00,29569.85
2020-02-09,8.6,3.30,0.00,26494.73
2020-02-10,7.1,14.80,0.00,14929.15
2020-02-11,4.4,1.70,0.00,18874.95
2020-02-12,3.8,0.30,0.21,29768.50
2020-02-13,3.6,2.50,0.00,16364.25
2020-02-14,3.9,0.20,0.00,14616.83
2020-02-15,5.6,0.00,0.00,15984.91
2020-02-16,12.1,2.00,0.00,378.44
2020-02-17,9.3,0.10,0.00,11165.72
2020-02-18,6.4,2.30,0.00,24490.07
2020-02-19,4.8,4.90,0.07,15833.24
2020-02-20,4.5,0.80,0.00,3078.11
2020-02-21,5.9,5.10,0.00,28750.66
2020-02-22,8.1,5.40,0.00,15348.78
2020-02-23,6.4,14.30,0.00,0.00
2020-02-24,5.3,7.50,0.00,7200.00
2020-02-25,7.7,2.60,0.00,29239.06
2020-02-26,2.7,2.00,0.28,2055.41
2020-02-27,2.6,1.50,0.14,18891.78
2020-02-28,3.1,1.10,0.28,28900.03
2020-02-29,7.0,6.10,1.47,20505.48
2020-03-01,6.5,1.40,0.00,31166.93
2020-03-02,6.0,3.30,0.00,16471.68
2020-03-03,4.3,1.90,0.00,0.00
2020-03-04,3.7,0.40,0.00,35266.24
2020-03-05,4.8,0.00,0.00,31407.59
2020-03-06,5.4,6.80,0.00,1479.84
2020-03-07,4.4,1.90,0.00,13239.59
2020-03-08,5.5,0.00,0.00,31064.79
2020-03-09,6.9,1.60,0.00,12053.73
2020-03-10,6.1,6.30,0.00,0.00
2020-03-11,9.5,2.40,0.00,37002.00
2020-03-12,9.5,3.50,0.00,29382.78
2020-03-13,5.8,2.10,0.00,32515.69
2020-03-14,2.5,0.00,0.00,38199.25
2020-03-15,5.4,0.00,0.00,36777.91
2020-03-16,8.1,0.00,0.00,38336.99
2020-03-17,8.3,0.00,0.00,31316.13
2020-03-18,10.6,0.00,0.00,37508.30
2020-03-19,9.9,0.10,0.00,27285.18
2020-03-20,6.7,0.00,0.00,944.91
2020-03-21,3.4,0.00,0.00,32270.28
2020-03-22,0.9,0.00,0.00,40280.53
2020-03-23,-0.2,0.00,0.00,40720.78
2020-03-24,0.8,0.00,0.00,40970.02
2020-03-25,2.3,0.00,0.00,41218.61
2020-03-26,4.5,0.00,0.00,41466.38
2020-03-27,7.9,0.00,0.00,41713.21
2020-03-28,7.2,0.00,0.00,41874.86
2020-03-29,2.4,1.50,0.00,4982.52
2020-03-30,0.0,0.00,0.84,23540.71
2020-03-31,0.8,0.00,0.00,17846.36
2020-04-01,3.6,0.00,0.00,38576.82
2020-04-02,6.3,0.00,0.00,24298.48
2020-04-03,6.7,0.00,0.00,26215.43
2020-04-04,6.6,0.00,0.00,41228.53
2020-04-05,8.3,0.00,0.00,43333.94
2020-04-06,11.8,0.00,0.00,43576.75
2020-04-07,11.9,0.00,0.00,43598.73
2020-04-08,12.5,0.00,0.00,43713.88
2020-04-09,11.6,0.00,0.00,42718.57
2020-04-10,8.6,0.00,0.00,43744.58
2020-04-11,7.9,0.00,0.00,44283.54
2020-04-12,12.7,0.00,0.00,44378.80
2020-04-13,7.4,1.10,0.00,33264.54
2020-04-14,5.8,0.00,0.00,41701.24
2020-04-15,9.1,0.00,0.00,41671.36
2020-04-16,11.2,0.00,0.00,41602.70
2020-04-17,10.6,0.00,0.00,45314.71
2020-04-18,10.2,0.00,0.00,46441.62
2020-04-19,8.8,0.00,0.00,46828.91
2020-04-20,9.4,0.00,0.00,47236.26
2020-04-21,11.1,0.00,0.00,47556.38
2020-04-22,12.2,0.00,0.00,47772.77
2020-04-23,13.7,0.00,0.00,47986.75
2020-04-24,14.2,0.00,0.00,35195.95
2020-04-25,11.1,0.10,0.00,22212.15
2020-04-26,12.2,0.00,0.00,39655.02
2020-04-27,14.0,0.00,0.00,44320.62
2020-04-28,15.7,0.10,0.00,35062.84
2020-04-29,12.3,1.90,0.00,15157.84
2020-04-30,13.5,0.90,0.00,33391.69
2020-05-01,12.9,4.10,0.00,38787.10
2020-05-02,10.6,6.50,0.00,33136.50
2020-05-03,10.7,0.40,0.00,36768.54
2020-05-04,9.1,4.50,0.00,4679.62
2020-05-05,7.8,0.70,0.00,50222.14
2020-05-06,10.9,0.00,0.00,50324.40
2020-05-07,10.5,0.00,0.00,33066.38
2020-05-08,13.5,0.00,0.00,50400.00
2020-05-09,15.7,0.00,0.00,50400.00
2020-05-10,17.8,0.30,0.00,31689.56
2020-05-11,7.4,7.80,0.00,0.00
2020-05-12,7.2,0.20,0.00,31591.47
2020-05-13,9.6,0.70,0.00,27953.76
2020-05-14,9.3,0.70,0.00,50622.05
2020-05-15,9.6,0.00,0.00,39051.31
2020-05-16,11.3,0.00,0.00,26309.27
2020-05-17,13.6,0.00,0.00,38005.43
2020-05-18,15.5,0.00,0.00,32593.90
2020-05-19,14.3,0.00,0.00,15140.31
2020-05-20,14.7,0.00,0.00,51503.12
2020-05-21,14.7,0.00,0.00,50735.95
2020-05-22,17.3,3.00,0.00,29413.24
2020-05-23,15.5,4.30,0.00,11895.11
2020-05-24,12.5,8.50,0.00,37083.49
2020-05-25,11.4,1.10,0.00,16583.90
2020-05-26,13.7,0.20,0.00,52345.09
2020-05-27,15.2,1.00,0.00,32692.78
2020-05-28,14.5,0.50,0.00,53204.28
2020-05-29,14.2,0.00,0.00,37039.49
2020-05-30,13.5,0.00,0.00,40408.34
2020-05-31,15.5,0.00,0.00,42859.18
2020-06-01,16.6,0.00,0.00,54405.39
2020-06-02,19.4,0.00,0.00,54337.34
2020-06-03,18.4,0.00,0.00,51924.87
2020-06-04,17.8,4.70,0.00,17441.95
2020-06-05,14.2,2.40,0.00,33073.14
2020-06-06,14.2,0.60,0.00,53479.80
2020-06-07,15.0,0.60,0.00,5712.90
2020-06-08,16.0,0.00,0.00,51046.15
2020-06-09,17.4,0.00,0.00,44730.49
2020-06-10,16.6,0.50,0.00,40139.49
2020-06-11,17.1,10.20,0.00,2885.64
2020-06-12,20.6,1.00,0.00,50605.49
2020-06-13,23.7,1.00,0.00,36219.48
2020-06-14,20.9,4.40,0.00,52856.62
2020-06-15,19.5,0.00,0.00,54190.36
2020-06-16,19.9,0.00,0.00,54778.93
2020-06-17,22.6,0.00,0.00,54896.96
2020-06-18,21.1,0.10,0.00,43119.32
2020-06-19,18.2,4.20,0.00,16843.45
2020-06-20,16.9,7.90,0.00,11071.25
2020-06-21,17.6,4.30,0.00,6545.98
2020-06-22,19.3,0.00,0.00,55269.24
2020-06-23,18.8,0.00,0.00,55578.67
2020-06-24,20.0,0.00,0.00,36978.23
2020-06-25,23.1,0.40,0.00,47640.08
2020-06-26,22.4,7.00,0.00,46919.30
2020-06-27,24.8,0.10,0.00,48895.26
2020-06-28,22.9,1.50,0.00,33827.52
2020-06-29,20.3,0.30,0.00,51713.98
2020-06-30,19.3,0.00,0.00,33976.25
2020-07-01,19.9,7.30,0.00,14582.21
2020-07-02,19.6,1.30,0.00,51409.45
2020-07-03,18.9,1.00,0.00,47820.88
2020-07-04,20.4,1.90,0.00,41777.11
2020-07-05,22.4,1.20,0.00,22320.67
2020-07-06,18.0,0.70,0.00,53830.55
2020-07-07,15.9,0.70,0.00,46606.55
2020-07-08,15.3,0.20,0.00,22580.15
2020-07-09,16.6,4.60,0.00,8000.69
2020-07-10,18.3,9.60,0.00,14473.77
2020-07-11,15.2,0.00,0.00,50612.77
2020-07-12,15.3,0.00,0.00,51167.47
2020-07-13,17.3,0.00,0.00,46468.05
2020-07-14,20.7,0.00,0.00,51649.95
2020-07-15,15.9,12.70,0.00,1306.88
2020-07-16,15.9,2.50,0.00,52574.67
2020-07-17,16.5,5.10,0.00,37064.34
2020-07-18,20.1,0.00,0.00,50599.16
2020-07-19,23.1,0.10,0.00,47402.97
2020-07-20,20.0,2.80,0.00,52310.49
2020-07-21,17.6,0.00,0.00,47050.56
2020-07-22,17.0,0.30,0.00,41845.32
2020-07-23,18.3,1.00,0.00,46182.22
2020-07-24,20.7,0.00,0.00,50738.79
2020-07-25,20.0,1.20,0.00,50308.93
2020-07-26,20.0,3.20,0.00,27497.84
2020-07-27,20.8,0.50,0.00,35271.53
2020-07-28,22.9,0.50,0.00,45159.56
2020-07-29,18.8,0.00,0.00,44398.36
2020-07-30,18.0,0.10,0.00,45217.00
2020-07-31,20.0,0.00,0.00,51147.77
2020-08-01,22.5,0.00,0.00,50606.70
2020-08-02,21.9,3.20,0.00,22332.97
2020-08-03,18.8,0.00,0.00,36726.53
2020-08-04,18.3,0.00,0.00,42773.12
2020-08-05,20.9,0.00,0.00,50030.92
2020-08-06,23.6,0.00,0.00,49860.35
2020-08-07,26.2,0.00,0.00,49649.91
2020-08-08,29.1,0.00,0.00,49560.29
2020-08-09,28.8,0.30,0.00,42908.83
2020-08-10,25.9,0.10,0.00,40012.55
2020-08-11,26.0,0.00,0.00,49288.02
2020-08-12,25.1,0.00,0.00,49196.37
2020-08-13,26.0,0.30,0.00,44208.38
2020-08-14,23.9,0.00,0.00,41162.96
2020-08-15,24.9,0.00,0.00,48042.97
2020-08-16,25.0,0.00,0.00,48337.55
2020-08-17,25.2,0.00,0.00,48049.77
2020-08-18,20.9,3.70,0.00,15605.41
2020-08-19,21.4,0.30,0.00,47186.92
2020-08-20,24.6,0.00,0.00,40685.99
2020-08-21,28.8,0.00,0.00,44608.59
2020-08-22,23.1,4.60,0.00,13274.79
2020-08-23,20.7,0.00,0.00,45047.98
2020-08-24,18.9,0.30,0.00,40404.82
2020-08-25,18.7,0.30,0.00,30586.50
2020-08-26,17.2,11.20,0.00,8294.65
2020-08-27,16.5,0.90,0.00,28960.96
2020-08-28,16.8,2.50,0.00,10893.47
2020-08-29,18.5,0.00,0.00,24856.73
2020-08-30,18.0,9.20,0.00,14812.04
2020-08-31,16.8,2.10,0.00,36733.77
2020-09-01,14.8,0.10,0.00,27020.53
2020-09-02,14.1,4.40,0.00,11950.57
2020-09-03,17.2,4.30,0.00,39449.24
2020-09-04,18.3,3.40,0.00,18959.50
2020-09-05,16.1,7.30,0.00,15737.50
2020-09-06,14.7,0.10,0.00,43200.00
2020-09-07,13.8,0.00,0.00,39538.32
2020-09-08,16.5,0.00,0.00,11563.72
2020-09-09,19.6,1.20,0.00,42129.39
2020-09-10,15.3,0.10,0.00,29252.61
2020-09-11,15.3,0.00,0.00,42586.88
2020-09-12,17.8,0.00,0.00,42349.50
2020-09-13,17.6,0.00,0.00,42110.55
2020-09-14,20.2,0.00,0.00,41870.16
2020-09-15,22.6,0.00,0.00,41628.47
2020-09-16,21.6,0.30,0.00,38656.35
2020-09-17,14.9,0.20,0.00,40123.66
2020-09-18,12.4,0.00,0.00,40897.00
2020-09-19,14.2,0.00,0.00,38291.46
2020-09-20,15.1,0.00,0.00,39644.30
2020-09-21,16.3,0.00,0.00,40158.70
2020-09-22,18.0,0.00,0.00,39911.71
2020-09-23,19.7,0.00,0.00,38408.61
2020-09-24,17.5,0.00,0.00,27358.45
2020-09-25,13.5,11.50,0.00,0.00
2020-09-26,10.6,24.30,0.00,0.00
2020-09-27,9.8,1.20,0.00,0.00
2020-09-28,12.8,0.10,0.00,35580.62
2020-09-29,13.3,0.00,0.00,25319.71
2020-09-30,13.0,0.00,0.00,36740.14
2020-10-01,13.1,0.20,0.00,4733.06
2020-10-02,14.2,0.00,0.00,17634.52
2020-10-03,17.0,0.80,0.00,35135.84
2020-10-04,13.7,0.00,0.00,35034.09
2020-10-05,11.8,0.80,0.00,5402.39
2020-10-06,12.8,0.60,0.00,31265.33
2020-10-07,12.2,5.70,0.00,35052.23
2020-10-08,12.5,5.10,0.00,14400.00
2020-10-09,13.1,3.20,0.00,25837.62
2020-10-10,10.4,0.40,0.00,16469.29
2020-10-11,7.8,0.10,0.00,29640.02
2020-10-12,7.9,0.40,0.00,21546.06
2020-10-13,8.3,0.00,0.00,17159.61
2020-10-14,10.2,13.90,0.00,0.00
2020-10-15,10.7,0.50,0.00,108.13
2020-10-16,9.1,1.10,0.00,18974.72
2020-10-17,8.8,0.70,0.00,30746.62
2020-10-18,8.0,0.20,0.00,3356.36
2020-10-19,8.4,0.00,0.00,26181.80
2020-10-20,9.1,0.90,0.00,25947.85
2020-10-21,12.9,2.80,0.00,9282.30
2020-10-22,16.2,0.10,0.00,25123.04
2020-10-23,13.9,7.60,0.00,14530.10
2020-10-24,13.2,0.00,0.00,29737.90
2020-10-25,12.7,0.00,0.00,28027.92
2020-10-26,11.3,2.50,0.00,105.99
2020-10-27,9.6,0.00,0.00,24421.50
2020-10-28,10.4,0.00,0.00,7921.46
2020-10-29,9.6,1.90,0.00,29164.42
2020-10-30,11.3,10.40,0.00,0.00
2020-10-31,13.6,3.50,0.00,2928.83
2020-11-01,12.3,1.40,0.00,3526.65
2020-11-02,16.9,7.60,0.00,15004.18
2020-11-03,11.6,0.30,0.00,28962.85
2020-11-04,8.5,0.00,0.00,27572.81
2020-11-05,7.3,0.00,0.00,25814.97
2020-11-06,9.4,0.20,0.00,11326.56
2020-11-07,7.2,0.00,0.00,28153.32
2020-11-08,4.7,0.00,0.00,27897.61
2020-11-09,5.9,0.00,0.00,63.61
2020-11-10,5.8,0.00,0.00,2426.34
2020-11-11,5.7,0.00,0.00,15315.84
2020-11-12,7.7,0.70,0.00,17583.32
2020-11-13,7.7,0.00,0.00,26642.40
2020-11-14,10.7,0.30,0.00,18332.75
2020-11-15,10.0,0.00,0.00,24963.41
2020-11-16,9.7,2.10,0.00,20156.87
2020-11-17,9.6,2.70,0.00,776.66
2020-11-18,10.3,0.10,0.00,22078.44
2020-11-19,9.2,0.50,0.00,12138.93
2020-11-20,3.1,0.20,0.00,24996.13
2020-11-21,4.2,0.20,0.00,9727.73
2020-11-22,7.5,0.90,0.00,4902.30
2020-11-23,6.2,0.00,0.00,23766.56
2020-11-24,3.1,0.00,0.00,17954.19
2020-11-25,1.9,0.00,0.00,15776.01
2020-11-26,4.6,0.10,0.00,0.00
2020-11-27,5.1,0.20,0.00,7739.24
2020-11-28,2.6,0.00,0.00,6735.07
2020-11-29,2.6,0.00,0.00,16380.23
2020-11-30,1.1,0.00,0.00,10406.15
2020-12-01,2.0,0.00,0.07,15134.40
2020-12-02,-0.3,0.00,0.00,19459.49
2020-12-03,-1.0,0.00,0.07,0.00
2020-12-04,0.8,0.00,0.00,9256.90
2020-12-05,3.3,0.00,0.00,18569.27
2020-12-06,7.8,0.00,0.00,22062.41
2020-12-07,6.4,0.20,0.00,2168.92
2020-12-08,4.1,0.00,0.00,21810.00
2020-12-09,2.2,2.30,0.00,2224.10
2020-12-10,-0.4,0.00,0.00,0.00
2020-12-11,-0.1,0.00,0.00,943.12
2020-12-12,1.6,0.00,0.00,13366.90
2020-12-13,2.3,0.00,0.00,18999.56
2020-12-14,4.8,0.00,0.00,12552.46
2020-12-15,5.6,0.00,0.00,269.56
2020-12-16,6.8,0.00,0.00,4933.22
2020-12-17,5.0,1.00,0.00,12973.78
2020-12-18,4.6,0.00,0.00,21709.64
2020-12-19,3.1,0.00,0.00,21752.59
2020-12-20,3.6,0.70,0.00,16032.44
2020-12-21,4.4,1.00,0.00,21808.46
2020-12-22,9.0,10.90,0.00,13409.72
2020-12-23,7.1,4.20,0.00,5205.98
2020-12-24,6.5,3.50,0.00,7331.20
2020-12-25,2.4,0.10,0.00,10994.24
2020-12-26,0.8,0.10,0.00,7402.50
2020-12-27,1.6,0.00,0.00,17306.18
2020-12-28,2.5,0.30,0.07,7246.75
2020-12-29,1.8,0.90,0.63,14735.60
2020-12-30,1.7,0.00,0.00,21716.35
2020-12-31,1.7,0.20,0.00,21454.20
2021-01-01,1.0,0.40,0.21,184.90
2021-01-02,0.4,0.00,0.00,17784.96
2021-01-03,0.3,0.40,7.49,0.00
2021-01-04,0.5,0.40,2.17,0.00
2021-01-05,1.5,0.50,0.14,0.00
2021-01-06,1.4,3.00,0.28,0.00
2021-01-07,0.9,0.60,0.28,0.00
2021-01-08,0.5,0.20,0.07,0.00
2021-01-09,0.9,0.20,0.00,2349.39
2021-01-10,0.5,0.00,0.00,7112.75
2021-01-11,0.7,0.00,0.77,0.00
2021-01-12,1.2,4.50,1.68,0.00
2021-01-13,1.1,0.90,1.89,3947.39
2021-01-14,1.0,0.00,2.24,21041.57
2021-01-15,-1.2,0.00,0.28,0.00
2021-01-16,-2.0,0.00,0.14,0.00
2021-01-17,-2.3,0.00,0.00,0.00
2021-01-18,-1.0,3.00,1.19,1096.59
2021-01-19,2.7,6.40,2.52,0.00
2021-01-20,5.5,0.00,0.00,15355.74
2021-01-21,8.3,0.30,0.00,15086.17
2021-01-22,6.2,0.10,0.00,346.16
2021-01-23,1.4,2.40,0.77,0.00
2021-01-24,0.5,1.40,2.17,0.00
2021-01-25,0.7,0.20,0.00,13608.89
2021-01-26,-0.0,0.10,0.00,21969.13
2021-01-27,1.2,0.00,0.14,21600.00
2021-01-28,1.2,0.80,0.07,9356.43
2021-01-29,-2.2,0.00,1.05,402.24
2021-01-30,-1.3,0.00,2.17,18958.36
2021-01-31,-5.6,0.00,0.00,25457.40
2021-02-01,-3.4,0.00,0.00,20027.83
2021-02-02,0.3,1.30,0.70,0.00
2021-02-03,4.3,12.00,0.00,4101.17
2021-02-04,0.7,1.50,0.77,0.00
2021-02-05,-0.1,0.00,1.89,7483.27
2021-02-06,-2.0,0.00,0.14,4993.89
2021-02-07,-6.2,0.10,2.59,0.00
2021-02-08,-9.2,0.00,3.71,0.00
2021-02-09,-10.1,0.00,0.35,10261.17
2021-02-10,-10.3,0.00,0.07,29431.15
2021-02-11,-6.7,0.00,0.63,30178.83
2021-02-12,-10.0,0.00,0.00,30777.33
2021-02-13,-7.9,0.00,0.00,29284.59
2021-02-14,-9.1,0.00,0.00,30029.38
2021-02-15,-6.2,0.00,2.80,18030.07
2021-02-16,1.1,0.70,0.49,0.00
2021-02-17,3.6,1.20,0.00,2554.59
2021-02-18,5.3,0.10,0.00,27111.30
2021-02-19,4.6,3.60,0.00,30275.08
2021-02-20,5.0,0.00,0.00,32019.71
2021-02-21,7.3,0.00,0.00,32681.61
2021-02-22,4.4,0.00,0.00,33034.25
2021-02-23,8.8,0.00,0.00,33112.62
2021-02-24,11.4,0.00,0.00,33394.80
2021-02-25,10.8,0.00,0.00,33857.75
2021-02-26,7.2,4.10,0.00,4493.08
2021-02-27,4.8,0.00,0.00,4994.08
2021-02-28,3.9,0.00,0.00,9238.96
2021-03-01,3.6,0.00,0.00,20448.24
2021-03-02,4.0,0.00,0.00,34978.56
2021-03-03,5.3,0.00,0.00,35070.91
2021-03-04,3.2,0.00,0.00,235.80
2021-03-05,1.0,0.00,0.07,35591.91
2021-03-06,0.8,0.00,0.00,16205.04
2021-03-07,2.7,0.90,0.00,8976.99
2021-03-08,0.7,0.10,0.00,36897.66
2021-03-09,-0.4,0.00,0.00,32115.65
2021-03-10,1.2,0.00,0.00,37398.81
2021-03-11,6.1,6.80,0.00,7512.17
2021-03-12,6.5,2.40,0.00,27027.25
2021-03-13,6.0,5.00,0.00,5208.04
2021-03-14,5.2,4.80,0.00,16395.42
2021-03-15,4.2,5.00,0.00,11066.66
2021-03-16,3.5,0.90,0.00,22002.33
2021-03-17,1.8,0.90,0.07,34445.06
2021-03-18,1.8,2.10,0.63,26797.87
2021-03-19,0.1,0.50,0.70,38995.04
2021-03-20,0.8,0.00,0.07,25733.00
2021-03-21,4.9,2.10,0.00,18649.12
2021-03-22,4.3,0.00,0.00,38514.92
2021-03-23,5.6,0.00,0.00,972.38
2021-03-24,6.2,0.00,0.00,29381.77
2021-03-25,7.9,0.00,0.00,38218.30
2021-03-26,9.0,1.00,0.00,40445.97
2021-03-27,6.6,2.80,0.00,29966.93
2021-03-28,7.1,0.10,0.00,16261.07
2021-03-29,11.8,0.10,0.00,16718.90
2021-03-30,12.7,0.00,0.00,42112.38
2021-03-31,13.2,0.00,0.00,42255.56
2021-04-01,10.2,1.00,0.00,22115.75
2021-04-02,6.1,0.00,0.00,35721.54
2021-04-03,4.8,0.50,0.00,34630.98
2021-04-04,4.8,0.00,0.00,39200.83
2021-04-05,3.6,4.00,0.00,13031.02
2021-04-06,2.2,0.70,1.12,43075.51
2021-04-07,2.8,0.50,0.28,35245.93
2021-04-08,4.1,0.10,0.49,34123.90
2021-04-09,6.7,0.00,0.00,31966.26
2021-04-10,6.6,5.50,0.00,12633.68
2021-04-11,11.3,2.30,0.00,36000.00
2021-04-12,4.7,0.90,0.00,7247.24
2021-04-13,4.3,0.40,0.00,43200.00
2021-04-14,3.9,0.40,0.00,41294.48
2021-04-15,3.8,1.50,0.42,1345.27
2021-04-16,6.1,0.50,0.00,36674.63
2021-04-17,8.0,1.70,0.00,30502.23
2021-04-18,8.0,6.10,0.00,13180.88
2021-04-19,9.9,0.20,0.00,41013.12
2021-04-20,9.5,0.10,0.00,46802.97
2021-04-21,9.4,0.10,0.00,41042.40
2021-04-22,6.9,0.80,0.00,44679.57
2021-04-23,7.3,0.00,0.00,38250.54
2021-04-24,7.1,0.00,0.00,27110.19
2021-04-25,5.1,0.70,0.00,23259.02
2021-04-26,4.0,0.00,0.00,48575.84
2021-04-27,6.2,0.00,0.00,48789.09
2021-04-28,9.9,0.00,0.00,49000.71
2021-04-29,10.9,2.40,0.00,24856.84
2021-04-30,8.6,0.30,0.00,415.22
2021-05-01,9.0,0.10,0.00,15477.07
2021-05-02,8.1,10.30,0.00,2593.01
2021-05-03,7.3,1.30,0.00,38694.11
2021-05-04,10.2,1.00,0.00,14273.90
2021-05-05,8.9,2.20,0.00,40819.86
2021-05-06,7.5,0.40,0.00,46702.82
2021-05-07,5.9,6.50,0.00,23582.32
2021-05-08,9.2,0.00,0.00,43128.65
2021-05-09,17.3,0.00,0.00,47904.23
2021-05-10,19.9,0.00,0.00,50400.00
2021-05-11,19.7,4.90,0.00,49726.55
2021-05-12,13.9,4.70,0.00,2240.47
2021-05-13,11.7,10.30,0.00,0.00
2021-05-14,10.6,2.80,0.00,5963.93
2021-05-15,12.5,3.40,0.00,50400.00
2021-05-16,12.3,1.00,0.00,43276.86
2021-05-17,12.9,1.00,0.00,45736.81
2021-05-18,11.8,1.50,0.00,50516.98
2021-05-19,11.8,1.50,0.00,50985.87
2021-05-20,12.0,0.40,0.00,48437.37
2021-05-21,14.4,0.50,0.00,51368.59
2021-05-22,13.0,2.50,0.00,42305.29
2021-05-23,11.8,4.90,0.00,48910.30
2021-05-24,15.4,0.00,0.00,51311.05
2021-05-25,12.6,3.00,0.00,32752.77
2021-05-26,11.7,4.00,0.00,43072.61
2021-05-27,11.7,5.00,0.00,47957.57
2021-05-28,11.4,0.50,0.00,39240.02
2021-05-29,12.4,0.10,0.00,53315.30
2021-05-30,13.0,0.00,0.00,54211.92
2021-05-31,14.3,0.00,0.00,54297.06
2021-06-01,16.5,0.00,0.00,47339.25
2021-06-02,17.8,0.30,0.00,52260.59
2021-06-03,20.4,0.00,0.00,53604.18
2021-06-04,19.3,0.10,0.00,33704.07
2021-06-05,21.4,0.00,0.00,51503.55
2021-06-06,21.8,0.00,0.00,50087.22
2021-06-07,20.8,0.00,0.00,54799.32
2021-06-08,21.0,0.00,0.00,54481.67
2021-06-09,20.8,0.00,0.00,55065.73
2021-06-10,22.3,0.20,0.00,47994.42
2021-06-11,22.0,0.00,0.00,53761.43
2021-06-12,18.3,3.50,0.00,17151.47
2021-06-13,15.3,0.10,0.00,31421.84
2021-06-14,19.3,0.00,0.00,55442.01
2021-06-15,19.8,1.20,0.00,44986.50
2021-06-16,20.9,0.00,0.00,54709.43
2021-06-17,26.7,0.00,0.00,55365.33
2021-06-18,27.9,0.00,0.00,55586.05
2021-06-19,28.1,0.00,0.00,52676.82
2021-06-20,27.6,1.50,0.00,49813.13
2021-06-21,25.6,2.50,0.00,46291.01
2021-06-22,19.4,0.00,0.00,5192.22
2021-06-23,17.4,0.70,0.00,37241.19
2021-06-24,17.3,3.70,0.00,20571.70
2021-06-25,19.3,0.10,0.00,51192.57
2021-06-26,19.8,0.30,0.00,54026.66
2021-06-27,20.7,0.00,0.00,54624.50
2021-06-28,24.3,0.00,0.00,54633.79
2021-06-29,23.8,0.40,0.00,44564.78
2021-06-30,18.2,42.40,0.00,0.00
2021-07-01,16.0,27.60,0.00,611.47
2021-07-02,19.0,0.30,0.00,53319.02
2021-07-03,18.9,0.20,0.00,53932.47
2021-07-04,20.4,0.00,0.00,50851.72
2021-07-05,19.9,0.90,0.00,32937.75
2021-07-06,22.0,0.40,0.00,43304.95
2021-07-07,18.9,12.70,0.00,25811.24
2021-07-08,19.0,1.50,0.00,13871.86
2021-07-09,18.2,12.20,0.00,6370.41
2021-07-10,18.8,4.50,0.00,39465.17
2021-07-11,21.6,0.00,0.00,45391.24
2021-07-12,20.4,3.30,0.00,46216.14
2021-07-13,23.4,0.20,0.00,49349.96
2021-07-14,21.9,1.10,0.00,45989.70
2021-07-15,21.1,0.60,0.00,51103.08
2021-07-16,23.3,0.60,0.00,40094.70
2021-07-17,22.6,4.10,0.00,43093.46
2021-07-18,21.3,0.00,0.00,52249.89
2021-07-19,17.0,0.10,0.00,27206.29
2021-07-20,17.3,0.20,0.00,44610.97
2021-07-21,18.5,0.20,0.00,29426.55
2021-07-22,19.3,1.10,0.00,42601.79
2021-07-23,19.1,1.50,0.00,32537.23
2021-07-24,22.9,0.00,0.00,50737.81
2021-07-25,24.0,2.00,0.00,47069.34
2021-07-26,23.8,1.00,0.00,46800.00
2021-07-27,22.7,0.20,0.00,50400.00
2021-07-28,20.8,1.90,0.00,27287.05
2021-07-29,20.5,0.40,0.00,50225.11
2021-07-30,20.4,0.00,0.00,48363.74
2021-07-31,20.6,0.00,0.00,50280.82
2021-08-01,18.3,0.80,0.00,30509.02
2021-08-02,17.6,0.00,0.00,46821.70
2021-08-03,17.6,1.20,0.00,39824.05
2021-08-04,17.9,2.70,0.00,39726.70
2021-08-05,18.1,2.70,0.00,30763.49
2021-08-06,18.8,3.90,0.00,32845.44
2021-08-07,19.6,3.60,0.00,41623.54
2021-08-08,19.0,0.30,0.00,48018.46
2021-08-09,18.4,0.60,0.00,49020.52
2021-08-10,18.1,5.70,0.00,35303.26
2021-08-11,17.7,0.00,0.00,47547.05
2021-08-12,20.5,0.00,0.00,43496.33
2021-08-13,22.8,0.00,0.00,40365.30
2021-08-14,21.2,0.10,0.00,48064.53
2021-08-15,20.5,0.00,0.00,43459.85
2021-08-16,18.6,3.70,0.00,37327.33
2021-08-17,15.6,1.50,0.00,24883.87
2021-08-18,16.8,0.60,0.00,14407.86
2021-08-19,18.0,0.30,0.00,22339.49
2021-08-20,17.5,3.50,0.00,28190.11
2021-08-21,17.7,0.20,0.00,41675.71
2021-08-22,18.0,8.80,0.00,22393.41
2021-08-23,17.2,5.20,0.00,25793.97
2021-08-24,16.1,0.00,0.00,44096.30
2021-08-25,15.3,3.50,0.00,35746.48
2021-08-26,14.2,6.40,0.00,38232.97
2021-08-27,13.4,7.80,0.00,30959.62
2021-08-28,15.2,1.70,0.00,34323.16
2021-08-29,15.3,20.20,0.00,4043.48
2021-08-30,15.0,4.40,0.00,42.21
2021-08-31,15.8,0.80,0.00,29979.63
2021-09-01,16.6,0.00,0.00,41693.03
2021-09-02,16.1,0.00,0.00,43313.30
2021-09-03,16.2,0.00,0.00,43574.57
2021-09-04,14.5,0.20,0.00,25314.91
2021-09-05,16.8,0.00,0.00,43200.00
2021-09-06,16.9,0.00,0.00,43080.77
2021-09-07,17.3,0.00,0.00,37162.52
2021-09-08,17.9,0.00,0.00,43066.64
