latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.667835,-73.93768,19.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),sunshine_duration (s),snowfall_sum (cm),rain_sum (mm),relative_humidity_2m_mean (%)
2017-12-07,3,4.4,-1.0,33717.08,29979.70,0.00,0.00,52
2017-12-08,3,2.2,-2.4,33662.81,2910.40,0.00,0.00,56
2017-12-09,73,0.7,-3.9,33612.34,0.00,7.35,0.00,69
2017-12-10,73,0.1,-5.0,33565.81,27219.95,0.28,0.00,77
2017-12-11,71,1.8,-2.7,33523.31,29419.49,0.14,0.00,67
2017-12-12,53,5.7,1.0,33484.97,3022.21,0.00,1.60,71
2017-12-13,3,-3.5,-11.6,33450.90,28941.41,0.00,0.00,42
2017-12-14,73,-2.3,-7.8,33421.22,28658.75,1.19,0.00,60
2017-12-15,73,-4.3,-8.6,33395.91,9835.22,1.89,0.00,60
2017-12-16,3,-0.3,-6.3,33374.63,25808.68,0.00,0.00,67
2017-12-17,3,0.3,-3.7,33357.35,6348.14,0.00,0.00,66
2017-12-18,51,3.7,0.3,33344.05,23361.22,0.00,0.70,82
2017-12-19,3,7.9,3.2,33334.73,26231.63,0.00,0.00,73
2017-12-20,3,5.2,-0.2,33329.38,27297.76,0.00,0.00,53
2017-12-21,3,0.7,-3.7,33327.97,29122.10,0.00,0.00,58
2017-12-22,51,3.7,0.3,33330.52,1234.36,0.00,0.10,74
2017-12-23,61,7.9,4.8,33336.98,0.00,0.00,16.30,95
2017-12-24,73,2.9,-1.8,33347.35,25383.81,0.63,0.20,70
2017-12-25,71,1.7,-4.9,33361.60,28763.48,0.07,6.80,65
2017-12-26,3,-3.6,-10.0,33379.72,28996.64,0.00,0.00,41
2017-12-27,3,-5.5,-11.5,33401.68,28834.03,0.00,0.00,37
2017-12-28,0,-8.7,-15.9,33427.45,29085.96,0.00,0.00,38
2017-12-29,3,-8.3,-14.2,33457.01,28849.10,0.00,0.00,45
2017-12-30,71,-6.5,-11.6,33490.32,12317.78,0.77,0.00,63
2017-12-31,3,-9.3,-16.1,33527.36,25619.61,0.00,0.00,48
2018-01-01,3,-10.9,-17.3,33568.09,29204.93,0.00,0.00,47
2018-01-02,2,-7.6,-14.3,33612.49,29213.53,0.00,0.00,53
2018-01-03,3,-6.4,-11.5,33660.50,29279.48,0.00,0.00,54
2018-01-04,75,-4.9,-13.6,33712.30,0.00,16.45,0.00,70
2018-01-05,3,-11.8,-19.9,33768.43,29451.26,0.00,0.00,60
2018-01-06,0,-14.1,-21.5,33828.77,29548.31,0.00,0.00,62
2018-01-07,3,-14.1,-19.9,33893.18,29353.66,0.00,0.00,70
2018-01-08,73,-5.1,-10.9,33961.52,21357.99,0.63,0.00,72
2018-01-09,3,-0.0,-4.9,34033.64,29722.68,0.00,0.00,80
2018-01-10,3,-3.3,-7.6,34109.38,29608.38,0.00,0.00,83
2018-01-11,3,4.8,1.6,34188.60,15004.78,0.00,0.00,92
2018-01-12,65,11.5,7.7,34271.16,0.00,0.00,29.90,98
2018-01-13,63,2.9,-3.2,34356.90,24411.76,0.00,8.30,69
2018-01-14,3,-7.3,-14.0,34445.68,30471.54,0.00,0.00,38
2018-01-15,3,-5.0,-10.9,34537.36,26294.53,0.00,0.00,56
2018-01-16,3,-0.7,-4.6,34631.79,6914.53,0.00,0.00,77
2018-01-17,73,-0.1,-4.9,34728.83,976.38,2.45,2.70,82
2018-01-18,2,-4.4,-10.2,34828.34,30880.79,0.00,0.00,54
2018-01-19,3,-1.1,-6.3,34930.18,29960.37,0.00,0.00,60
2018-01-20,2,4.2,-1.4,35034.22,31056.26,0.00,0.00,58
2018-01-21,51,4.2,0.7,35140.32,30180.26,0.00,0.10,77
2018-01-22,51,6.3,3.7,35248.35,6759.49,0.00,1.60,90
2018-01-23,63,9.1,5.2,35358.18,11059.60,0.00,7.40,89
2018-01-24,3,2.8,-3.1,35470.07,31039.77,0.00,0.00,56
2018-01-25,2,-2.7,-8.5,35585.14,31966.33,0.00,0.00,45
2018-01-26,1,-2.3,-6.8,35703.31,32069.59,0.00,0.00,54
2018-01-27,3,5.7,0.9,35824.38,30810.76,0.00,0.00,69
2018-01-28,53,8.7,6.0,35948.18,0.00,0.00,4.20,85
2018-01-29,51,4.3,-0.8,36074.50,10930.70,0.00,0.60,69
2018-01-30,73,-0.2,-5.9,36203.19,9796.21,1.61,0.10,66
2018-01-31,3,-3.9,-10.0,36334.06,30269.14,0.00,0.00,48
2018-02-01,51,3.0,-1.6,36466.95,12969.39,0.00,0.10,64
2018-02-02,71,-2.1,-8.8,36601.67,27954.55,0.42,5.50,57
2018-02-03,3,-4.8,-11.3,36738.06,33299.91,0.00,0.00,40
2018-02-04,63,2.5,-1.8,36875.97,1786.09,0.00,18.70,72
2018-02-05,61,-0.3,-5.9,37015.22,31794.65,0.00,1.80,69
2018-02-06,3,-1.7,-5.8,37155.67,22394.56,0.00,0.00,64
2018-02-07,73,1.5,-3.1,37297.16,0.00,1.33,21.70,84
2018-02-08,3,-1.7,-7.5,37439.55,34052.75,0.00,0.00,58
2018-02-09,71,-1.5,-6.5,37582.67,21037.17,0.07,0.00,65
2018-02-10,63,6.1,3.1,37726.39,9061.25,0.00,14.70,92
2018-02-11,63,10.4,8.2,37870.57,0.00,0.00,33.00,99
2018-02-12,53,7.0,2.4,38015.06,10743.70,0.00,1.10,68
2018-02-13,3,-1.3,-6.2,38160.17,34800.08,0.00,0.00,60
2018-02-14,51,4.7,0.8,38307.14,33762.70,0.00,0.50,75
2018-02-15,63,9.4,6.9,38455.94,8182.01,0.00,7.20,92
2018-02-16,63,10.0,6.9,38606.42,0.00,0.00,12.10,86
2018-02-17,75,0.6,-4.4,38758.41,24328.45,5.95,1.20,66
2018-02-18,75,1.7,-2.4,38911.77,35255.36,1.68,0.50,76
2018-02-19,53,4.5,0.8,39066.38,20901.70,0.00,1.30,83
2018-02-20,51,12.3,10.0,39222.05,18408.79,0.00,0.30,92
2018-02-21,63,16.8,15.4,39378.69,23967.01,0.00,8.40,88
2018-02-22,53,6.4,2.1,39536.14,0.00,0.00,5.60,79
2018-02-23,55,3.3,-0.5,39694.27,0.00,0.00,4.80,90
2018-02-24,53,7.9,4.9,39852.94,18558.62,0.00,3.20,87
2018-02-25,63,5.9,2.6,40012.04,0.00,0.00,17.80,94
2018-02-26,3,7.0,3.5,40171.42,12595.07,0.00,0.00,72
2018-02-27,1,5.0,0.7,40330.97,36700.60,0.00,0.00,60
2018-02-28,3,7.8,3.8,40490.56,36722.56,0.00,0.00,62
2018-03-01,61,9.4,6.7,40650.06,16683.19,0.00,3.70,75
2018-03-02,75,3.5,-3.8,40809.36,0.00,13.51,28.80,89
2018-03-03,3,4.8,-2.7,40968.33,33630.95,0.00,0.00,59
2018-03-04,3,4.1,-2.7,41126.86,33569.54,0.00,0.00,57
2018-03-05,3,2.2,-4.1,41285.22,28728.52,0.00,0.00,59
2018-03-06,51,2.4,-1.9,41444.60,36968.80,0.00,0.10,72
2018-03-07,75,1.5,-4.5,41604.98,871.63,20.09,7.70,93
2018-03-08,71,2.1,-3.3,41766.25,37026.26,0.07,0.10,68
2018-03-09,71,1.2,-5.1,41928.30,34964.13,0.21,0.00,62
2018-03-10,3,1.5,-4.7,42091.01,28188.39,0.00,0.00,57
2018-03-11,1,1.6,-3.2,42254.27,38717.61,0.00,0.00,62
2018-03-12,71,2.1,-2.7,42417.98,20662.43,0.14,0.90,70
2018-03-13,73,2.1,-4.3,42582.02,15544.88,5.53,1.00,73
2018-03-14,73,0.8,-5.9,42746.30,33625.46,1.05,0.10,64
2018-03-15,3,2.5,-4.1,42910.68,33654.41,0.00,0.00,57
2018-03-16,3,0.7,-6.1,43075.09,37900.61,0.00,0.00,57
2018-03-17,3,2.0,-4.1,43239.39,40072.38,0.00,0.00,48
2018-03-18,0,0.7,-4.6,43403.50,40237.82,0.00,0.00,46
2018-03-19,3,2.2,-2.2,43567.30,40402.70,0.00,0.00,55
2018-03-20,71,0.1,-5.1,43730.69,6826.78,0.28,0.00,56
2018-03-21,75,1.1,-5.3,43893.55,0.00,18.13,0.20,71
2018-03-22,75,2.1,-3.2,44055.78,35016.66,2.94,0.00,73
2018-03-23,3,2.1,-2.1,44217.27,30451.67,0.00,0.00,68
2018-03-24,3,3.7,-1.6,44377.91,36312.45,0.00,0.00,53
2018-03-25,71,3.0,-2.0,44537.96,41239.73,0.14,0.30,62
2018-03-26,0,2.1,-2.1,44698.52,41534.32,0.00,0.00,66
2018-03-27,51,1.6,-2.4,44859.56,22056.71,0.00,0.10,69
2018-03-28,55,5.4,2.5,45021.00,1091.57,0.00,5.00,87
2018-03-29,51,8.3,6.2,45182.74,20097.20,0.00,1.50,93
2018-03-30,53,11.7,8.7,45344.68,2552.59,0.00,4.50,85
2018-03-31,3,5.9,0.8,45506.71,42334.78,0.00,0.00,52
2018-04-01,3,8.9,4.3,45668.75,23429.95,0.00,0.00,55
2018-04-02,75,1.7,-2.4,45830.69,19560.94,8.68,0.10,75
2018-04-03,61,3.4,-0.0,45992.43,0.00,0.00,4.70,90
2018-04-04,63,9.4,5.2,46153.86,20786.98,0.00,4.00,74
2018-04-05,3,3.4,-3.4,46314.88,43085.52,0.00,0.00,40
2018-04-06,71,6.1,1.6,46475.39,15831.35,0.28,1.70,70
2018-04-07,3,5.8,1.2,46635.28,25866.38,0.00,0.00,53
2018-04-08,3,2.7,-3.1,46794.44,37367.97,0.00,0.00,46
2018-04-09,3,2.2,-2.4,46952.75,38744.33,0.00,0.00,55
2018-04-10,51,5.1,1.0,47110.12,21154.56,0.00,1.50,65
2018-04-11,3,4.1,0.3,47266.42,43236.75,0.00,0.00,66
2018-04-12,53,8.9,5.0,47421.54,29242.62,0.00,0.60,68
2018-04-13,51,17.7,14.6,47575.35,37720.06,0.00,0.20,59
2018-04-14,3,16.4,14.3,47728.11,43367.25,0.00,0.00,68
2018-04-15,61,5.5,-0.3,47880.83,0.00,0.00,5.30,74
2018-04-16,65,9.6,3.8,48033.54,25200.00,0.00,36.20,86
2018-04-17,51,5.8,0.2,48186.10,11917.54,0.00,0.20,63
2018-04-18,3,6.4,1.4,48338.42,43840.35,0.00,0.00,57
2018-04-19,63,6.5,2.7,48490.39,9782.35,0.00,9.80,76
2018-04-20,3,5.4,-0.5,48641.91,44283.62,0.00,0.00,52
2018-04-21,3,8.2,4.1,48792.86,44431.70,0.00,0.00,52
2018-04-22,3,9.1,5.5,48943.11,45087.21,0.00,0.00,50
2018-04-23,3,8.7,5.9,49092.58,45260.34,0.00,0.00,67
2018-04-24,53,10.0,7.1,49241.12,36389.62,0.00,1.70,73
2018-04-25,63,11.8,9.5,49388.62,1239.94,0.00,17.50,96
2018-04-26,53,14.5,11.9,49534.95,45092.84,0.00,1.00,71
2018-04-27,61,11.0,9.1,49680.00,1396.88,0.00,6.50,85
2018-04-28,55,10.5,8.8,49823.62,36243.41,0.00,2.60,93
2018-04-29,51,10.7,6.8,49965.69,36324.25,0.00,1.10,68
2018-04-30,51,8.2,3.4,50106.08,18259.82,0.00,1.20,64
2018-05-01,3,14.8,12.0,50244.64,46480.95,0.00,0.00,56
2018-05-02,3,20.5,17.7,50381.23,46458.36,0.00,0.00,46
2018-05-03,3,22.7,21.8,50515.71,45743.54,0.00,0.00,60
2018-05-04,3,21.6,22.0,50648.29,39993.40,0.00,0.00,78
2018-05-05,53,17.9,15.0,50779.94,31281.35,0.00,0.50,53
2018-05-06,53,15.2,13.5,50910.64,0.00,0.00,1.70,73
2018-05-07,51,15.2,14.4,51040.29,43615.32,0.00,0.10,79
2018-05-08,2,13.3,12.5,51168.75,47556.32,0.00,0.00,84
2018-05-09,3,13.5,12.7,51295.93,46344.87,0.00,0.00,83
2018-05-10,55,13.5,12.1,51421.68,33203.56,0.00,1.10,87
2018-05-11,3,17.5,15.6,51545.89,47528.06,0.00,0.00,59
2018-05-12,63,13.5,11.4,51668.44,13688.43,0.00,9.80,77
2018-05-13,61,11.5,9.8,51789.19,0.00,0.00,7.20,90
2018-05-14,61,13.8,13.2,51908.01,18377.50,0.00,6.00,91
2018-05-15,53,20.6,22.1,52024.77,39335.07,0.00,1.30,89
2018-05-16,55,15.7,15.0,52139.34,0.00,0.00,9.50,89
2018-05-17,63,15.7,16.2,52251.58,295.57,0.00,20.90,93
2018-05-18,3,15.4,12.8,52361.35,87.54,0.00,0.00,68
2018-05-19,61,12.4,10.6,52468.50,0.00,0.00,13.70,87
2018-05-20,51,21.0,21.3,52572.89,35681.81,0.00,1.00,85
2018-05-21,3,17.4,17.1,52674.38,49171.86,0.00,0.00,73
2018-05-22,61,14.6,14.0,52772.82,14809.38,0.00,4.40,84
2018-05-23,61,19.2,19.2,52868.05,42604.54,0.00,3.90,76
2018-05-24,0,20.3,19.1,52960.21,49434.63,0.00,0.00,57
2018-05-25,3,22.1,21.3,53050.03,49517.21,0.00,0.00,62
2018-05-26,63,23.4,25.2,53137.50,49577.23,0.00,4.80,79
2018-05-27,63,16.7,16.0,53222.51,0.00,0.00,19.20,92
2018-05-28,3,15.0,14.2,53305.00,19705.83,0.00,0.00,84
2018-05-29,3,21.3,23.4,53384.86,46969.17,0.00,0.00,85
2018-05-30,3,17.5,17.7,53462.00,34692.23,0.00,0.00,90
2018-05-31,51,17.4,17.5,53536.34,0.00,0.00,0.90,90
2018-06-01,61,19.5,21.7,53607.77,26236.21,0.00,5.70,96
2018-06-02,63,23.1,26.0,53676.21,27069.50,0.00,10.70,86
2018-06-03,63,15.5,12.8,53741.58,29189.57,0.00,7.80,79
2018-06-04,53,15.0,13.8,53803.76,30403.93,0.00,4.00,84
2018-06-05,3,18.0,16.5,53862.68,46800.00,0.00,0.00,70
2018-06-06,51,16.2,15.4,53918.24,40368.65,0.00,0.50,74
2018-06-07,3,16.1,15.3,53970.35,48023.98,0.00,0.00,83
2018-06-08,51,19.4,20.7,54018.91,50099.84,0.00,0.10,85
2018-06-09,51,21.0,22.3,54063.85,46800.00,0.00,0.80,76
2018-06-10,53,17.5,17.2,54105.07,0.00,0.00,3.90,75
2018-06-11,53,16.0,15.3,54142.48,35936.05,0.00,3.00,75
2018-06-12,3,16.3,15.0,54176.01,50213.64,0.00,0.00,73
2018-06-13,53,19.8,20.2,54205.64,8228.77,0.00,3.10,86
2018-06-14,51,22.8,21.6,54231.62,50260.85,0.00,0.30,61
2018-06-15,3,19.2,18.3,54253.99,50083.88,0.00,0.00,68
2018-06-16,3,20.7,21.0,54272.72,49436.13,0.00,0.00,67
2018-06-17,3,22.6,23.4,54287.82,50322.61,0.00,0.00,66
2018-06-18,51,24.7,26.6,54299.30,46039.02,0.00,0.50,78
2018-06-19,61,26.2,27.7,54307.17,44347.07,0.00,4.70,68
2018-06-20,3,21.8,22.5,54311.43,46800.00,0.00,0.00,69
2018-06-21,63,22.2,24.6,54312.07,30975.59,0.00,10.00,81
2018-06-22,53,19.6,19.8,54309.12,27264.59,0.00,0.70,84
2018-06-23,63,18.6,19.0,54302.59,8952.94,0.00,16.10,87
2018-06-24,61,22.0,24.1,54292.49,37190.66,0.00,4.10,87
2018-06-25,3,22.4,22.5,54278.84,50400.00,0.00,0.00,69
2018-06-26,3,19.5,19.0,54261.65,50400.00,0.00,0.00,72
2018-06-27,61,20.3,20.1,54240.94,7531.19,0.00,6.50,79
2018-06-28,63,23.1,25.4,54216.73,37070.12,0.00,22.70,90
2018-06-29,51,25.3,27.6,54189.04,50400.00,0.00,0.20,71
2018-06-30,3,24.9,27.0,54157.89,50400.00,0.00,0.00,68
2018-07-01,3,27.0,31.0,54123.32,50400.00,0.00,0.00,76
2018-07-02,2,26.2,30.2,54085.34,50400.00,0.00,0.00,80
2018-07-03,51,25.8,30.6,54043.84,38419.11,0.00,0.70,88
2018-07-04,63,25.2,29.6,53998.45,20352.63,0.00,4.70,89
2018-07-05,51,25.5,29.4,53949.26,43179.16,0.00,0.10,89
2018-07-06,61,24.7,26.4,53896.35,821.51,0.00,5.90,80
2018-07-07,3,20.0,18.5,53839.84,50231.10,0.00,0.00,56
2018-07-08,1,20.9,21.3,53779.84,50176.25,0.00,0.00,65
2018-07-09,0,22.5,23.1,53716.45,50118.28,0.00,0.00,69
2018-07-10,51,24.9,26.4,53649.79,50057.27,0.00,0.10,68
2018-07-11,63,24.3,26.2,53579.96,49993.32,0.00,6.50,74
2018-07-12,3,22.9,24.1,53507.07,49926.52,0.00,0.00,71
2018-07-13,3,22.7,23.4,53431.23,49856.96,0.00,0.00,70
2018-07-14,3,25.0,24.9,53352.55,49784.73,0.00,0.00,58
2018-07-15,63,24.5,26.4,53271.14,23937.06,0.00,5.80,74
2018-07-16,51,26.3,29.8,53187.11,49632.65,0.00,0.20,81
2018-07-17,63,25.0,28.6,53100.55,29592.31,0.00,26.80,89
2018-07-18,53,24.3,24.6,53011.57,48435.93,0.00,0.70,63
2018-07-19,0,22.1,22.4,52920.29,49386.83,0.00,0.00,63
2018-07-20,3,22.1,23.2,52826.80,49300.53,0.00,0.00,73
2018-07-21,63,21.2,20.4,52731.21,38594.81,0.00,9.60,71
2018-07-22,65,23.7,24.3,52633.61,39800.61,0.00,22.70,88
2018-07-23,63,23.8,25.6,52533.82,20258.76,0.00,15.60,92
2018-07-24,61,24.3,26.0,52431.02,38925.79,0.00,6.30,90
2018-07-25,63,23.2,24.9,52325.30,213.40,0.00,22.80,94
2018-07-26,51,24.4,27.6,52216.80,32066.95,0.00,0.90,86
2018-07-27,53,24.9,28.8,52105.68,42195.59,0.00,0.90,88
2018-07-28,55,24.5,28.2,51992.07,44472.52,0.00,1.60,85
2018-07-29,3,23.7,25.8,51876.12,48419.13,0.00,0.00,74
2018-07-30,51,23.0,25.2,51757.98,14824.42,0.00,1.20,79
2018-07-31,3,22.5,24.5,51637.77,47074.40,0.00,0.00,80
2018-08-01,55,25.2,28.5,51515.63,31891.72,0.00,5.10,88
2018-08-02,61,25.8,29.3,51391.71,44795.33,0.00,6.50,85
2018-08-03,63,25.3,29.1,51266.12,39637.09,0.00,5.10,88
2018-08-04,65,25.2,28.3,51139.01,29724.79,0.00,37.40,82
2018-08-05,1,26.3,30.3,51010.49,47326.34,0.00,0.00,78
2018-08-06,2,27.2,31.3,50880.69,47374.41,0.00,0.00,77
2018-08-07,61,26.4,30.3,50749.73,38970.36,0.00,3.50,85
2018-08-08,55,26.1,30.9,50617.73,36979.25,0.00,2.70,87
2018-08-09,55,26.6,29.9,50484.81,41606.82,0.00,3.00,76
2018-08-10,53,25.2,27.9,50351.08,44810.38,0.00,0.60,73
2018-08-11,63,23.8,27.8,50216.65,10761.88,0.00,17.90,91
2018-08-12,63,23.5,27.0,50081.29,37582.55,0.00,13.50,90
2018-08-13,61,22.7,25.8,49944.03,15479.60,0.00,15.10,95
2018-08-14,63,23.2,25.9,49804.93,41082.98,0.00,8.00,87
2018-08-15,3,25.4,27.2,49664.11,44371.10,0.00,0.00,73
2018-08-16,3,26.6,30.0,49521.70,44582.86,0.00,0.00,74
2018-08-17,53,26.0,29.8,49377.83,36917.64,0.00,2.10,85
2018-08-18,63,25.1,28.3,49232.64,22955.80,0.00,9.20,87
2018-08-19,63,20.9,22.1,49086.23,6127.79,0.00,23.70,90
2018-08-20,53,20.8,22.1,48938.73,21473.11,0.00,1.70,83
2018-08-21,51,21.5,22.5,48790.27,31960.51,0.00,0.50,83
2018-08-22,61,24.3,25.7,48640.94,43287.25,0.00,8.90,80
2018-08-23,53,21.4,21.0,48490.87,42798.82,0.00,0.70,65
2018-08-24,0,21.4,22.3,48340.16,43638.14,0.00,0.00,72
2018-08-25,3,21.6,22.7,48188.93,41332.13,0.00,0.00,73
2018-08-26,3,22.6,24.4,48037.29,43368.52,0.00,0.00,81
2018-08-27,3,25.2,28.7,47885.32,43200.00,0.00,0.00,82
2018-08-28,3,28.1,32.4,47733.14,43200.00,0.00,0.00,77
2018-08-29,1,29.0,32.6,47580.85,43294.32,0.00,0.00,72
2018-08-30,51,27.9,30.8,47428.55,43228.66,0.00,0.10,69
2018-08-31,51,22.8,23.4,47276.33,14115.64,0.00,1.10,79
2018-09-01,53,21.7,22.4,47123.96,40017.63,0.00,2.10,78
2018-09-02,51,22.5,24.7,46970.43,43180.16,0.00,0.10,83
2018-09-03,51,25.5,30.0,46815.77,33682.92,0.00,0.10,90
2018-09-04,3,27.5,32.0,46660.08,42989.59,0.00,0.00,76
2018-09-05,3,25.9,29.7,46503.48,42892.78,0.00,0.00,84
2018-09-06,55,26.7,30.9,46346.08,41035.93,0.00,1.30,84
2018-09-07,55,23.2,26.0,46187.97,5854.05,0.00,5.10,89
2018-09-08,63,19.3,19.1,46029.26,1847.55,0.00,8.50,82
2018-09-09,61,15.3,13.5,45870.05,0.00,0.00,22.00,86
2018-09-10,61,16.1,14.3,45710.43,0.00,0.00,27.60,91
2018-09-11,63,21.4,24.2,45550.52,19730.98,0.00,7.40,92
2018-09-12,63,22.8,26.6,45390.40,13436.83,0.00,8.90,94
2018-09-13,63,22.5,25.0,45230.18,20323.83,0.00,27.00,90
2018-09-14,51,21.3,22.5,45069.95,22812.50,0.00,0.50,85
2018-09-15,3,20.9,23.3,44909.79,41722.47,0.00,0.00,89
2018-09-16,3,21.6,24.4,44749.81,41563.60,0.00,0.00,88
2018-09-17,53,22.1,24.3,44590.11,14004.16,0.00,2.70,90
2018-09-18,65,22.7,25.2,44430.77,5983.41,0.00,40.30,95
2018-09-19,53,22.0,23.8,44271.89,39897.73,0.00,1.40,85
2018-09-20,51,19.4,20.0,44113.56,20449.16,0.00,1.80,81
2018-09-21,51,21.0,20.4,43955.53,11792.12,0.00,0.20,75
2018-09-22,63,20.4,19.6,43796.76,32184.96,0.00,10.50,72
2018-09-23,61,16.7,16.5,43637.27,0.00,0.00,6.70,84
2018-09-24,51,17.1,15.0,43477.15,31392.94,0.00,0.10,75
2018-09-25,63,19.4,19.2,43316.52,0.00,0.00,36.50,92
2018-09-26,63,23.0,25.1,43155.48,36000.00,0.00,12.70,93
2018-09-27,61,18.8,17.8,42994.11,33880.02,0.00,3.60,73
2018-09-28,65,17.2,16.4,42832.54,27055.63,0.00,39.20,84
2018-09-29,3,18.0,17.8,42670.84,38611.19,0.00,0.00,77
2018-09-30,3,16.4,15.9,42509.14,38533.91,0.00,0.00,76
2018-10-01,51,20.0,21.2,42347.52,30106.43,0.00,0.30,85
2018-10-02,63,20.5,22.4,42186.10,28835.67,0.00,17.70,92
2018-10-03,53,20.9,21.7,42024.96,36360.44,0.00,1.10,82
2018-10-04,53,20.2,21.8,41864.22,37616.61,0.00,1.50,90
2018-10-05,3,17.8,16.9,41703.98,38220.01,0.00,0.00,78
2018-10-06,51,18.9,18.8,41544.35,1843.83,0.00,0.20,81
2018-10-07,51,22.3,24.3,41385.42,11769.82,0.00,0.60,86
2018-10-08,51,19.5,19.9,41227.32,0.00,0.00,0.70,89
2018-10-09,51,21.7,23.6,41070.13,25455.95,0.00,1.00,89
2018-10-10,53,22.0,24.4,40913.98,27699.31,0.00,1.50,93
2018-10-11,61,22.4,24.6,40758.60,9919.40,0.00,10.40,95
2018-10-12,63,15.8,12.7,40602.85,31996.50,0.00,8.60,69
2018-10-13,53,11.1,8.0,40446.75,13652.76,0.00,3.40,66
2018-10-14,51,11.0,8.7,40290.43,21712.85,0.00,0.30,72
2018-10-15,53,16.2,14.8,40133.99,4060.03,0.00,4.70,85
2018-10-16,61,11.8,7.6,39977.55,33190.62,0.00,3.20,58
2018-10-17,3,11.8,7.2,39821.25,36139.04,0.00,0.00,59
2018-10-18,1,7.5,2.2,39665.20,36385.94,0.00,0.00,51
2018-10-19,51,9.9,5.9,39509.51,34243.78,0.00,0.40,65
2018-10-20,61,13.6,10.8,39354.32,24555.86,0.00,5.70,76
2018-10-21,51,7.5,2.0,39199.77,26852.36,0.00,0.10,61
2018-10-22,3,7.3,3.1,39045.96,30312.95,0.00,0.00,63
2018-10-23,51,11.9,8.9,38893.05,33832.97,0.00,0.30,66
2018-10-24,3,9.3,4.0,38741.16,34743.22,0.00,0.00,59
2018-10-25,3,6.9,2.5,38590.43,34800.95,0.00,0.00,64
2018-10-26,3,7.0,3.8,38441.00,27835.47,0.00,0.00,67
2018-10-27,63,9.8,5.3,38293.01,0.00,0.00,46.20,92
2018-10-28,51,9.7,6.7,38146.61,18772.41,0.00,0.90,81
2018-10-29,61,10.8,7.2,38001.94,31070.16,0.00,4.00,77
2018-10-30,0,8.1,3.9,37859.16,34080.30,0.00,0.00,66
2018-10-31,3,11.7,9.0,37717.99,32940.95,0.00,0.00,75
2018-11-01,3,15.4,14.3,37577.20,30566.53,0.00,0.00,83
2018-11-02,53,18.9,17.6,37436.82,0.00,0.00,5.70,88
2018-11-03,61,14.0,10.0,37296.99,22802.27,0.00,7.00,74
2018-11-04,3,7.9,5.0,37157.85,33467.55,0.00,0.00,68
2018-11-05,61,10.8,7.4,37019.55,470.43,0.00,6.70,82
2018-11-06,63,12.8,11.3,36882.24,222.54,0.00,12.00,95
2018-11-07,3,13.1,9.5,36746.07,32289.32,0.00,0.00,68
2018-11-08,3,9.5,5.7,36611.20,32722.96,0.00,0.00,59
2018-11-09,63,7.8,4.0,36477.78,1441.65,0.00,16.10,77
2018-11-10,51,6.5,1.1,36345.97,32526.95,0.00,0.80,63
2018-11-11,1,3.4,-1.2,36215.94,32291.24,0.00,0.00,62
2018-11-12,51,5.0,1.8,36087.85,28304.57,0.00,0.10,75
2018-11-13,63,8.4,4.9,35961.88,0.00,0.00,19.10,83
2018-11-14,3,3.0,-3.4,35838.20,31751.87,0.00,0.00,45
2018-11-15,75,0.5,-5.0,35716.98,0.00,12.32,5.90,68
2018-11-16,75,4.5,-1.7,35598.41,28800.08,1.19,8.20,81
2018-11-17,3,4.6,-0.2,35482.66,26081.80,0.00,0.00,75
2018-11-18,3,4.3,1.0,35369.93,14322.89,0.00,0.00,70
2018-11-19,3,7.0,4.7,35260.39,31379.94,0.00,0.00,85
2018-11-20,51,6.0,2.3,35153.85,17588.02,0.00,0.90,81
2018-11-21,51,3.4,-2.3,35049.18,29406.95,0.00,0.10,64
2018-11-22,2,-4.9,-12.3,34946.40,31189.60,0.00,0.00,41
2018-11-23,2,-4.5,-9.4,34845.65,31091.25,0.00,0.00,47
2018-11-24,63,4.4,0.7,34747.07,11605.62,0.00,8.70,77
2018-11-25,63,8.6,4.9,34650.78,25200.00,0.00,30.80,84
2018-11-26,63,8.2,4.1,34556.92,3023.89,0.00,21.40,85
2018-11-27,53,5.2,-0.8,34465.64,20041.89,0.00,1.20,71
2018-11-28,3,3.4,-3.5,34377.06,16073.21,0.00,0.00,58
2018-11-29,3,4.5,-1.3,34291.33,29988.00,0.00,0.00,61
2018-11-30,73,3.0,0.1,34208.61,8100.34,0.21,1.90,82
2018-12-01,55,3.6,0.4,34129.01,26930.75,0.00,3.40,84
2018-12-02,63,11.4,9.4,34052.70,0.00,0.00,16.50,97
2018-12-03,3,10.6,6.9,33979.81,29716.67,0.00,0.00,76
2018-12-04,3,2.7,-2.7,33910.49,30194.18,0.00,0.00,56
2018-12-05,3,-0.9,-5.3,33844.89,20860.83,0.00,0.00,68
2018-12-06,3,0.8,-4.5,33783.15,29628.33,0.00,0.00,63
2018-12-07,3,0.9,-4.5,33725.42,29988.54,0.00,0.00,59
2018-12-08,3,-1.7,-6.4,33671.85,17699.79,0.00,0.00,60
2018-12-09,3,-1.2,-5.2,33622.57,18941.37,0.00,0.00,68
2018-12-10,3,-0.6,-5.4,33577.52,29824.11,0.00,0.00,61
2018-12-11,2,-0.7,-4.8,33536.16,29778.28,0.00,0.00,73
