latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38.0,7200,Europe/Berlin,GMT+2

time,weather_code (wmo code),relative_humidity_2m_mean (%),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),sunshine_duration (s),rain_sum (mm),snowfall_sum (cm)
2017-11-15,51,92,7.2,4.5,31476.97,0.00,0.20,0.00
2017-11-16,51,95,7.8,6.0,31283.25,0.00,0.20,0.00
2017-11-17,51,89,5.6,2.7,31092.78,26245.13,1.40,0.00
2017-11-18,61,82,4.1,-0.7,30905.84,20610.76,2.80,0.00
2017-11-19,51,86,4.2,-1.3,30722.73,11658.56,1.00,0.00
2017-11-20,73,88,3.5,-1.0,30543.75,16449.21,2.10,0.42
2017-11-21,53,96,3.8,0.9,30369.23,0.00,5.10,0.00
2017-11-22,55,91,7.8,4.6,30199.48,0.00,3.80,0.00
2017-11-23,3,73,8.6,4.4,30034.83,16885.23,0.00,0.00
2017-11-24,53,85,9.7,6.8,29875.60,14008.02,2.10,0.00
2017-11-25,71,98,3.9,0.6,29721.89,0.00,11.00,0.14
2017-11-26,3,85,3.2,-1.4,29572.04,10864.63,0.00,0.00
2017-11-27,53,83,3.8,-1.3,29425.76,19039.88,3.50,0.00
2017-11-28,51,85,5.2,0.7,29283.30,7760.28,0.80,0.00
2017-11-29,3,89,1.8,-1.7,29144.84,23355.27,0.00,0.00
2017-11-30,51,91,0.8,-2.3,29010.60,19106.81,0.10,0.00
2017-12-01,51,90,1.3,-2.1,28880.80,585.78,0.50,0.00
2017-12-02,73,95,1.5,-1.3,28755.66,14260.40,0.80,0.84
2017-12-03,73,93,0.3,-4.1,28635.39,14961.15,0.00,0.63
2017-12-04,71,90,3.1,-1.4,28520.22,19682.26,1.60,0.07
2017-12-05,51,92,5.5,1.1,28410.37,0.00,1.60,0.00
2017-12-06,53,83,6.3,1.0,28306.06,0.00,1.40,0.00
2017-12-07,51,73,5.5,0.4,28207.52,21915.00,0.30,0.00
2017-12-08,71,84,4.1,-0.9,28114.97,21799.75,5.30,0.35
2017-12-09,73,82,1.4,-3.9,28028.65,0.00,0.00,0.84
2017-12-10,75,75,0.4,-5.2,27948.76,14400.00,0.00,2.24
2017-12-11,73,86,3.0,-1.3,27875.54,8599.02,4.40,0.42
2017-12-12,51,86,4.3,-1.0,27809.18,8505.75,2.60,0.00
2017-12-13,73,83,1.8,-3.4,27749.93,21728.36,0.50,0.63
2017-12-14,71,87,3.3,-1.8,27697.98,143.56,4.40,0.21
2017-12-15,73,94,0.7,-2.9,27653.46,0.00,1.20,0.56
2017-12-16,51,92,1.5,-2.3,27615.82,6037.14,0.90,0.00
2017-12-17,73,91,0.9,-3.1,27584.91,16336.43,0.90,1.26
2017-12-18,3,91,-0.8,-4.5,27560.74,21745.32,0.00,0.00
2017-12-19,51,94,1.0,-2.4,27543.29,0.00,0.40,0.00
2017-12-20,51,97,2.0,-0.7,27532.55,0.00,0.10,0.00
2017-12-21,51,97,5.3,1.8,27528.51,238.61,1.90,0.00
2017-12-22,51,93,4.9,0.9,27531.15,2027.59,0.20,0.00
2017-12-23,3,90,5.9,1.0,27540.43,0.00,0.00,0.00
2017-12-24,3,85,8.5,3.3,27556.32,0.00,0.00,0.00
2017-12-25,51,81,7.7,3.3,27578.79,0.00,0.50,0.00
2017-12-26,51,79,5.1,0.5,27607.80,18009.41,0.30,0.00
2017-12-27,3,86,2.6,-1.5,27643.29,12300.12,0.00,0.00
2017-12-28,51,90,1.9,-2.0,27685.20,0.00,1.10,0.00
2017-12-29,3,80,1.5,-3.3,27733.49,16335.90,0.00,0.00
2017-12-30,71,82,2.1,-2.8,27788.09,1627.83,3.70,0.14
2017-12-31,53,87,8.4,4.4,27848.94,0.00,1.70,0.00
2018-01-01,51,72,8.3,3.6,27915.96,18810.89,0.50,0.00
2018-01-02,61,91,4.0,0.6,27989.07,4826.28,4.80,0.00
2018-01-03,71,87,4.8,-0.7,28068.22,3366.56,14.30,0.07
2018-01-04,51,84,6.0,0.8,28153.44,6865.69,2.20,0.00
2018-01-05,53,80,6.6,2.1,28245.66,5740.07,1.80,0.00
2018-01-06,3,92,4.3,1.2,28344.89,17986.04,0.00,0.00
2018-01-07,3,84,1.2,-3.4,28450.83,6069.13,0.00,0.00
2018-01-08,0,71,-2.4,-7.9,28563.23,23260.41,0.00,0.00
2018-01-09,53,50,1.5,-5.2,28681.80,23337.93,0.70,0.00
2018-01-10,61,96,2.2,-1.1,28806.27,21493.33,3.50,0.00
2018-01-11,55,99,1.3,-1.2,28936.36,0.00,5.30,0.00
2018-01-12,51,95,1.3,-2.4,29071.80,0.00,0.60,0.00
2018-01-13,3,80,-0.3,-5.6,29212.33,14446.93,0.00,0.00
2018-01-14,3,76,-2.0,-7.3,29357.68,24037.34,0.00,0.00
2018-01-15,3,78,-0.7,-6.4,29507.58,22928.85,0.00,0.00
2018-01-16,73,86,3.1,-2.1,29661.78,18424.38,3.40,1.26
2018-01-17,73,89,0.6,-4.1,29820.02,2847.97,0.40,1.33
2018-01-18,75,88,1.8,-4.2,29982.06,0.00,6.50,3.71
2018-01-19,51,91,1.8,-2.3,30147.65,16194.21,0.50,0.00
2018-01-20,73,92,-0.3,-3.9,30316.56,14867.07,0.20,0.35
2018-01-21,3,92,-1.1,-4.5,30488.53,4638.12,0.00,0.00
2018-01-22,71,83,-0.0,-4.9,30663.36,5381.98,0.00,0.49
2018-01-23,71,90,0.3,-3.2,30840.81,3955.37,0.00,0.14
2018-01-24,53,88,8.0,3.9,31020.92,13481.14,1.60,0.00
2018-01-25,55,84,9.0,5.9,31205.55,0.00,2.40,0.00
2018-01-26,55,95,6.3,4.3,31394.89,0.00,4.50,0.00
2018-01-27,51,90,5.1,2.1,31588.60,12931.40,0.60,0.00
2018-01-28,51,81,7.3,2.1,31786.38,13371.62,1.90,0.00
2018-01-29,61,85,9.3,4.1,31987.89,0.00,4.40,0.00
2018-01-30,51,81,4.5,-0.7,32192.85,24474.58,1.10,0.00
2018-01-31,61,87,4.6,0.2,32400.97,0.00,4.10,0.00
2018-02-01,51,80,3.9,-0.3,32611.94,23686.80,1.30,0.00
2018-02-02,51,82,1.8,-2.8,32825.51,16501.86,1.10,0.00
2018-02-03,51,93,0.7,-3.1,33041.39,6051.84,1.30,0.00
2018-02-04,71,85,-0.8,-4.6,33259.33,15745.60,0.00,0.42
2018-02-05,71,81,-2.0,-6.1,33479.06,28812.63,0.00,0.07
2018-02-06,3,72,-4.4,-8.7,33700.34,29218.97,0.00,0.00
2018-02-07,3,66,-2.9,-7.3,33922.93,28951.87,0.00,0.00
2018-02-08,2,68,-3.7,-7.7,34146.60,29712.40,0.00,0.00
2018-02-09,3,74,-2.9,-7.1,34371.11,28787.86,0.00,0.00
2018-02-10,71,82,-0.8,-4.7,34596.24,8363.59,0.00,0.21
2018-02-11,73,87,1.0,-3.6,34821.77,9564.69,1.10,0.42
2018-02-12,71,85,1.0,-3.6,35047.50,24784.61,0.30,0.07
2018-02-13,71,81,-0.0,-3.9,35273.49,27023.29,0.00,0.07
2018-02-14,2,79,-1.5,-5.4,35501.76,31195.38,0.00,0.00
2018-02-15,71,75,-0.8,-6.1,35732.61,18532.75,0.00,0.21
2018-02-16,73,82,2.3,-2.2,35965.78,31504.35,0.00,0.28
2018-02-17,3,90,1.1,-2.3,36201.05,7924.76,0.00,0.00
2018-02-18,3,78,1.2,-2.1,36438.19,17917.88,0.00,0.00
2018-02-19,3,74,1.0,-2.7,36676.98,14577.14,0.00,0.00
2018-02-20,3,72,-0.0,-4.5,36917.20,31985.90,0.00,0.00
2018-02-21,3,73,-0.8,-5.2,37158.65,22765.07,0.00,0.00
2018-02-22,3,78,-0.8,-4.7,37401.11,16728.78,0.00,0.00
2018-02-23,3,63,-3.1,-7.9,37644.40,32872.49,0.00,0.00
2018-02-24,3,54,-2.8,-8.5,37888.32,26968.53,0.00,0.00
2018-02-25,71,56,-5.3,-10.0,38132.67,20667.98,0.00,0.07
2018-02-26,3,59,-6.0,-11.5,38377.27,16624.71,0.00,0.00
2018-02-27,71,48,-7.9,-12.8,38621.94,18195.70,0.00,0.07
2018-02-28,2,48,-8.8,-15.1,38866.49,34344.32,0.00,0.00
2018-03-01,2,53,-8.4,-14.7,39110.75,34557.41,0.00,0.00
2018-03-02,0,49,-8.0,-14.1,39354.55,34857.87,0.00,0.00
2018-03-03,0,52,-6.9,-12.7,39597.72,35106.13,0.00,0.00
2018-03-04,3,49,-3.4,-9.4,39840.07,35275.36,0.00,0.00
2018-03-05,51,63,1.3,-3.1,40081.68,26670.48,0.20,0.00
2018-03-06,73,80,0.6,-3.4,40324.43,22960.01,0.80,1.54
2018-03-07,73,94,1.4,-1.8,40568.61,0.00,1.20,2.73
2018-03-08,53,86,2.9,-1.1,40814.06,14400.00,1.50,0.00
2018-03-09,55,78,4.4,-0.6,41060.61,33404.92,1.70,0.00
2018-03-10,51,93,3.4,0.3,41308.11,2803.98,2.60,0.00
2018-03-11,3,86,9.1,6.8,41556.39,37038.82,0.00,0.00
2018-03-12,61,93,7.4,5.0,41805.30,0.00,6.20,0.00
2018-03-13,53,88,8.4,5.0,42054.68,26057.52,3.80,0.00
2018-03-14,51,88,3.7,-0.0,42304.38,0.00,1.50,0.00
2018-03-15,3,85,2.4,-2.5,42554.26,946.53,0.00,0.00
2018-03-16,71,68,0.2,-6.4,42804.14,0.00,0.00,1.33
2018-03-17,3,40,-3.0,-10.8,43053.91,33879.98,0.00,0.00
2018-03-18,1,34,-3.0,-10.5,43303.38,38832.90,0.00,0.00
2018-03-19,1,39,-1.9,-7.5,43552.42,39212.29,0.00,0.00
2018-03-20,73,68,-1.6,-6.3,43800.87,8865.02,0.00,0.63
2018-03-21,3,67,0.1,-4.3,44048.59,27422.85,0.00,0.00
2018-03-22,73,88,1.7,-2.8,44295.41,0.00,2.60,2.45
2018-03-23,51,88,2.6,-0.3,44541.20,4813.54,1.00,0.00
2018-03-24,3,78,3.2,-0.3,44785.77,18435.35,0.00,0.00
2018-03-25,3,75,4.5,1.7,45029.21,35083.24,0.00,0.00
2018-03-26,51,82,4.0,0.8,45273.24,9499.79,0.20,0.00
2018-03-27,51,79,3.3,0.4,45518.13,33338.16,0.70,0.00
2018-03-28,71,86,1.9,-3.1,45763.75,0.00,2.70,0.84
2018-03-29,61,80,4.8,-0.3,46009.97,26275.99,4.30,0.00
2018-03-30,3,78,4.0,0.4,46256.65,39828.97,0.00,0.00
2018-03-31,61,84,3.6,-0.7,46503.65,0.00,7.00,0.00
2018-04-01,73,89,1.9,-3.7,46750.83,0.00,3.10,1.96
2018-04-02,3,74,3.4,-1.0,46998.05,33699.60,0.00,0.00
2018-04-03,51,72,10.6,7.5,47245.16,23664.46,0.80,0.00
2018-04-04,53,71,13.3,11.3,47492.03,39300.04,1.10,0.00
2018-04-05,51,75,10.4,6.5,47738.50,41383.05,0.60,0.00
2018-04-06,1,67,6.1,2.4,47984.41,43417.80,0.00,0.00
2018-04-07,3,59,10.0,5.8,48229.63,43664.48,0.00,0.00
2018-04-08,0,68,12.9,9.8,48474.00,43704.13,0.00,0.00
2018-04-09,2,76,13.0,11.8,48717.34,43827.13,0.00,0.00
2018-04-10,3,69,15.6,13.3,48959.52,43737.63,0.00,0.00
2018-04-11,51,76,14.1,11.3,49200.34,37323.21,0.80,0.00
2018-04-12,51,72,15.9,12.8,49439.64,36961.12,0.10,0.00
2018-04-13,51,74,16.4,14.3,49677.25,20661.96,1.30,0.00
2018-04-14,61,84,12.2,9.7,49913.20,29383.86,7.30,0.00
2018-04-15,3,77,13.9,12.7,50149.16,43985.33,0.00,0.00
2018-04-16,51,89,11.3,10.1,50385.41,2549.39,2.30,0.00
2018-04-17,3,73,12.8,11.1,50621.79,43965.43,0.00,0.00
2018-04-18,2,73,14.3,13.2,50858.16,46016.85,0.00,0.00
2018-04-19,2,77,16.0,15.8,51094.37,46378.78,0.00,0.00
2018-04-20,1,74,18.0,17.5,51330.24,46763.20,0.00,0.00
2018-04-21,3,66,15.8,14.2,51565.61,45272.15,0.00,0.00
2018-04-22,3,67,14.9,13.6,51800.34,47592.77,0.00,0.00
2018-04-23,53,68,16.7,15.0,52034.21,47308.18,0.70,0.00
2018-04-24,51,73,12.6,10.1,52267.09,19326.75,0.40,0.00
2018-04-25,53,75,12.7,9.5,52498.77,33739.21,3.00,0.00
2018-04-26,61,76,9.5,5.9,52729.06,45576.11,3.50,0.00
2018-04-27,51,69,10.5,7.7,52957.79,35879.68,0.10,0.00
2018-04-28,3,63,13.9,11.6,53184.73,45814.28,0.00,0.00
2018-04-29,3,68,16.2,15.1,53409.68,46125.80,0.00,0.00
2018-04-30,51,65,17.1,14.5,53632.45,49364.11,0.30,0.00
2018-05-01,3,54,12.3,7.9,53852.79,41117.12,0.00,0.00
2018-05-02,3,66,10.6,7.7,54070.50,42526.11,0.00,0.00
2018-05-03,3,66,13.2,10.6,54285.33,49391.62,0.00,0.00
2018-05-04,3,61,11.4,8.8,54497.26,50066.48,0.00,0.00
2018-05-05,3,59,12.0,9.0,54707.91,50168.24,0.00,0.00
2018-05-06,3,62,14.5,12.4,54917.51,50268.77,0.00,0.00
2018-05-07,2,65,16.7,15.1,55125.90,50367.99,0.00,0.00
2018-05-08,0,55,18.2,16.0,55332.88,50400.00,0.00,0.00
2018-05-09,3,56,19.8,18.2,55538.25,49723.71,0.00,0.00
2018-05-10,51,60,20.4,19.2,55741.84,48979.36,0.10,0.00
2018-05-11,53,77,15.2,14.0,55943.43,2194.94,1.00,0.00
2018-05-12,51,76,16.9,16.1,56142.82,43540.77,0.10,0.00
2018-05-13,2,58,19.8,17.6,56339.79,50528.90,0.00,0.00
2018-05-14,2,46,19.2,15.8,56534.13,50619.40,0.00,0.00
2018-05-15,63,65,15.8,13.7,56725.60,32392.72,3.60,0.00
2018-05-16,51,76,16.0,14.8,56913.98,43847.16,0.20,0.00
2018-05-17,51,69,16.8,15.0,57099.01,50415.66,0.20,0.00
2018-05-18,3,74,13.8,11.7,57280.47,22255.34,0.00,0.00
2018-05-19,3,58,15.5,13.3,57458.10,47959.90,0.00,0.00
2018-05-20,3,48,15.2,11.8,57631.63,51686.52,0.00,0.00
2018-05-21,3,49,17.1,13.7,57800.82,51719.31,0.00,0.00
2018-05-22,3,46,18.5,15.9,57965.38,50739.64,0.00,0.00
2018-05-23,3,54,18.7,16.4,58125.04,51909.79,0.00,0.00
2018-05-24,3,49,19.9,16.7,58279.70,51936.93,0.00,0.00
2018-05-25,3,49,20.6,18.3,58430.62,51842.61,0.00,0.00
2018-05-26,2,58,19.9,19.1,58577.95,51690.77,0.00,0.00
2018-05-27,51,64,21.0,20.7,58721.54,51679.78,0.20,0.00
2018-05-28,3,52,24.4,23.5,58861.20,51820.12,0.00,0.00
2018-05-29,0,41,25.3,23.2,58996.77,53169.52,0.00,0.00
2018-05-30,1,48,25.1,24.3,59128.07,52912.91,0.00,0.00
2018-05-31,3,53,24.9,24.8,59254.91,49501.17,0.00,0.00
2018-06-01,61,53,25.2,25.6,59377.13,51949.90,2.90,0.00
2018-06-02,63,78,21.4,22.3,59494.55,39732.68,6.80,0.00
2018-06-03,51,80,20.4,21.2,59606.98,43073.78,0.70,0.00
2018-06-04,51,71,20.8,21.1,59714.24,52052.65,0.10,0.00
2018-06-05,51,70,18.5,17.7,59816.13,38308.07,0.50,0.00
2018-06-06,3,47,17.6,14.0,59912.50,54723.64,0.00,0.00
2018-06-07,0,39,19.8,16.8,60003.15,54937.21,0.00,0.00
2018-06-08,3,43,22.6,21.1,60087.91,54996.95,0.00,0.00
2018-06-09,3,41,25.2,23.7,60166.59,53025.92,0.00,0.00
2018-06-10,53,65,23.3,24.3,60239.02,43010.65,0.90,0.00
2018-06-11,51,65,20.2,19.4,60305.03,48013.62,0.50,0.00
2018-06-12,3,59,17.3,15.5,60364.44,53314.19,0.00,0.00
2018-06-13,51,66,15.7,13.9,60417.16,9271.01,0.60,0.00
2018-06-14,3,56,16.9,15.5,60463.55,53848.36,0.00,0.00
2018-06-15,51,65,18.2,17.5,60503.72,21937.43,0.10,0.00
2018-06-16,3,61,21.0,20.5,60537.66,48541.66,0.00,0.00
2018-06-17,51,53,21.8,20.7,60565.32,48182.50,0.10,0.00
2018-06-18,51,57,19.4,18.0,60586.74,39990.48,0.20,0.00
2018-06-19,51,62,20.9,19.7,60601.91,35808.77,0.20,0.00
2018-06-20,51,65,21.5,21.5,60610.83,27713.63,0.60,0.00
2018-06-21,53,64,18.7,16.6,60613.51,42672.05,2.60,0.00
2018-06-22,55,62,13.9,10.1,60609.96,50609.65,2.30,0.00
2018-06-23,53,68,14.3,10.5,60600.22,28695.58,2.90,0.00
2018-06-24,51,83,13.6,11.3,60584.29,0.00,2.90,0.00
2018-06-25,51,77,15.6,14.5,60562.21,42233.24,1.30,0.00
2018-06-26,3,73,16.9,15.6,60534.03,44782.19,0.00,0.00
2018-06-27,51,65,18.5,16.7,60499.77,54176.36,0.10,0.00
2018-06-28,3,60,21.1,19.1,60459.48,54616.43,0.00,0.00
2018-06-29,3,54,21.5,19.8,60413.21,53895.99,0.00,0.00
2018-06-30,51,52,16.8,13.6,60361.02,49233.95,0.20,0.00
2018-07-01,3,52,16.0,12.8,60302.95,54244.75,0.00,0.00
2018-07-02,3,55,16.7,14.5,60239.07,47223.31,0.00,0.00
2018-07-03,1,45,20.1,18.2,60169.36,54916.83,0.00,0.00
2018-07-04,0,45,22.6,21.5,60093.15,54736.68,0.00,0.00
2018-07-05,1,50,23.4,22.7,60010.45,54286.95,0.00,0.00
2018-07-06,51,60,19.6,17.7,59921.48,27131.62,0.10,0.00
2018-07-07,3,51,19.2,16.5,59826.44,51449.03,0.00,0.00
2018-07-08,51,63,20.3,19.2,59725.55,51555.28,1.50,0.00
2018-07-09,51,61,19.6,17.9,59619.02,47162.53,0.20,0.00
2018-07-10,3,60,16.9,15.5,59507.05,35917.72,0.00,0.00
2018-07-11,55,82,17.0,17.3,59389.87,22064.58,4.60,0.00
2018-07-12,65,90,16.8,15.9,59267.69,0.00,46.80,0.00
2018-07-13,51,74,20.1,20.2,59140.71,52809.71,0.40,0.00
2018-07-14,3,72,18.9,18.4,59009.14,53249.31,0.00,0.00
2018-07-15,3,69,18.2,17.6,58873.19,53291.77,0.00,0.00
2018-07-16,3,70,20.4,21.0,58733.05,53227.02,0.00,0.00
2018-07-17,51,68,21.6,21.6,58588.94,37756.08,0.10,0.00
2018-07-18,3,66,21.6,20.8,58441.06,38492.67,0.00,0.00
2018-07-19,3,62,20.6,19.3,58289.59,38452.54,0.00,0.00
2018-07-20,3,59,20.1,19.3,58134.73,52783.77,0.00,0.00
2018-07-21,51,58,20.7,20.2,57976.65,45405.79,0.10,0.00
2018-07-22,3,57,22.0,22.3,57815.55,32769.72,0.00,0.00
2018-07-23,51,62,22.3,22.3,57651.44,52389.67,0.10,0.00
2018-07-24,3,62,23.7,24.8,57482.90,50713.52,0.00,0.00
2018-07-25,1,60,25.3,26.4,57309.86,51883.89,0.00,0.00
2018-07-26,1,58,25.4,25.8,57132.57,51991.99,0.00,0.00
2018-07-27,51,61,25.7,26.2,56951.31,49360.93,0.50,0.00
2018-07-28,53,63,25.8,27.0,56766.33,48507.12,1.50,0.00
2018-07-29,61,65,23.7,24.8,56577.89,50869.32,3.30,0.00
2018-07-30,3,50,26.6,26.4,56386.24,50968.57,0.00,0.00
2018-07-31,1,39,28.6,28.2,56191.60,50755.31,0.00,0.00
2018-08-01,51,52,28.1,29.4,55994.22,50658.71,0.20,0.00
2018-08-02,63,64,25.5,26.0,55794.33,43424.04,6.10,0.00
2018-08-03,1,40,26.7,26.0,55592.14,50455.96,0.00,0.00
2018-08-04,3,44,27.2,26.9,55387.87,49993.41,0.00,0.00
2018-08-05,51,58,22.5,21.7,55181.73,49993.84,0.30,0.00
2018-08-06,3,52,22.4,22.1,54973.91,49902.58,0.00,0.00
2018-08-07,3,37,27.3,25.7,54764.63,49690.23,0.00,0.00
2018-08-08,3,34,29.9,28.3,54554.06,48194.30,0.00,0.00
2018-08-09,53,53,27.5,28.0,54342.39,49511.72,0.90,0.00
2018-08-10,3,52,22.2,20.3,54129.81,37176.82,0.00,0.00
2018-08-11,51,44,19.9,16.5,53916.48,47113.92,0.20,0.00
2018-08-12,3,50,19.9,17.9,53702.38,48640.75,0.00,0.00
2018-08-13,55,46,22.5,21.1,53485.88,34753.39,1.00,0.00
2018-08-14,51,67,21.1,20.1,53266.81,47321.43,0.90,0.00
2018-08-15,51,68,20.3,19.3,53045.36,36987.73,0.80,0.00
2018-08-16,3,57,22.6,22.0,52821.77,48429.86,0.00,0.00
2018-08-17,3,48,24.7,23.7,52596.22,48127.45,0.00,0.00
2018-08-18,3,61,21.4,21.2,52368.92,44964.57,0.00,0.00
2018-08-19,3,54,22.4,21.9,52140.05,47536.55,0.00,0.00
2018-08-20,51,63,21.5,20.7,51909.80,26983.22,0.20,0.00
2018-08-21,2,58,19.5,18.4,51678.36,46967.07,0.00,0.00
2018-08-22,2,53,20.4,19.4,51445.88,46811.80,0.00,0.00
2018-08-23,3,46,24.8,24.0,51212.55,43981.40,0.00,0.00
2018-08-24,53,61,21.0,20.1,50978.54,40584.52,2.30,0.00
2018-08-25,53,55,16.9,14.4,50743.99,34814.39,0.90,0.00
2018-08-26,3,57,15.3,12.7,50509.08,41178.23,0.00,0.00
2018-08-27,51,51,17.4,14.3,50273.94,21919.04,0.30,0.00
2018-08-28,51,67,18.2,17.0,50038.73,35231.00,0.10,0.00
2018-08-29,3,58,19.6,17.9,49803.60,44858.31,0.00,0.00
2018-08-30,61,74,17.7,16.4,49568.68,0.00,5.50,0.00
2018-08-31,51,68,16.2,14.1,49334.13,41618.46,0.10,0.00
2018-09-01,3,67,16.5,15.2,49099.87,43192.30,0.00,0.00
2018-09-02,51,74,18.6,17.4,48864.29,25318.54,1.70,0.00
2018-09-03,3,64,22.2,21.3,48627.17,43227.81,0.00,0.00
2018-09-04,3,65,20.2,19.5,48388.67,43238.89,0.00,0.00
2018-09-05,51,73,19.3,19.1,48148.93,30301.88,0.40,0.00
2018-09-06,51,66,19.8,19.1,47908.13,42823.09,0.10,0.00
2018-09-07,61,72,18.5,18.2,47666.41,22879.53,3.40,0.00
2018-09-08,3,56,16.7,14.3,47423.92,43093.38,0.00,0.00
2018-09-09,3,48,18.9,17.0,47180.81,39600.00,0.00,0.00
2018-09-10,3,55,19.5,18.0,46937.21,26192.64,0.00,0.00
2018-09-11,53,57,20.6,18.9,46693.27,32303.21,1.20,0.00
2018-09-12,3,61,20.8,19.4,46449.14,42462.45,0.00,0.00
2018-09-13,53,83,14.8,14.3,46204.93,0.00,4.00,0.00
2018-09-14,51,73,16.1,15.6,45960.80,31698.02,0.30,0.00
2018-09-15,3,65,16.6,14.3,45716.86,38965.55,0.00,0.00
2018-09-16,3,66,15.9,14.4,45473.27,31160.54,0.00,0.00
2018-09-17,3,57,18.2,16.7,45230.14,41255.21,0.00,0.00
2018-09-18,3,52,20.5,18.8,44987.62,41013.68,0.00,0.00
2018-09-19,3,55,21.9,21.1,44745.82,40772.41,0.00,0.00
2018-09-20,3,57,22.3,21.7,44504.88,38138.89,0.00,0.00
2018-09-21,61,61,20.5,18.1,44264.72,27405.34,4.70,0.00
2018-09-22,51,57,14.3,10.1,44023.71,33123.09,0.80,0.00
2018-09-23,63,81,11.1,8.7,43781.59,3067.31,22.30,0.00
2018-09-24,53,70,10.0,4.9,43538.51,39486.33,1.60,0.00
2018-09-25,3,62,9.3,5.4,43294.60,39192.77,0.00,0.00
2018-09-26,3,57,11.4,7.2,43050.01,32005.13,0.00,0.00
2018-09-27,3,62,16.9,14.5,42804.89,33021.64,0.00,0.00
2018-09-28,3,61,12.9,9.6,42559.37,25180.57,0.00,0.00
2018-09-29,3,68,9.9,7.2,42313.59,33705.80,0.00,0.00
2018-09-30,1,65,9.9,6.9,42067.71,37186.66,0.00,0.00
2018-10-01,53,77,9.1,6.3,41821.87,30847.03,1.70,0.00
2018-10-02,53,85,7.9,3.7,41576.19,8631.76,2.20,0.00
2018-10-03,51,69,11.1,6.1,41330.84,35915.30,1.00,0.00
2018-10-04,3,79,11.0,8.3,41085.96,1585.61,0.00,0.00
2018-10-05,3,74,13.6,11.7,40841.68,36118.22,0.00,0.00
2018-10-06,3,71,14.8,13.0,40598.18,36095.93,0.00,0.00
2018-10-07,55,76,12.2,9.8,40355.58,15086.82,1.20,0.00
2018-10-08,3,77,8.2,5.6,40114.06,35684.29,0.00,0.00
2018-10-09,3,82,10.6,9.0,39873.75,33682.02,0.00,0.00
2018-10-10,3,80,14.2,12.6,39634.84,35356.24,0.00,0.00
2018-10-11,0,66,17.1,14.5,39397.23,35217.57,0.00,0.00
2018-10-12,0,65,17.2,15.5,39159.16,35057.86,0.00,0.00
2018-10-13,0,66,16.5,14.8,38920.31,34807.13,0.00,0.00
2018-10-14,0,56,17.3,14.3,38680.88,34555.25,0.00,0.00
2018-10-15,2,48,16.2,13.1,38441.02,33614.61,0.00,0.00
2018-10-16,1,65,14.4,12.8,38200.89,34048.69,0.00,0.00
2018-10-17,2,76,13.3,12.1,37960.69,33794.38,0.00,0.00
2018-10-18,51,83,12.4,10.9,37720.58,28707.14,0.70,0.00
2018-10-19,3,77,9.9,7.6,37480.74,32739.46,0.00,0.00
2018-10-20,3,72,8.5,5.5,37241.35,16217.01,0.00,0.00
2018-10-21,3,79,9.5,7.5,37002.60,32218.12,0.00,0.00
2018-10-22,53,80,8.6,5.9,36764.68,8783.98,1.50,0.00
2018-10-23,61,82,8.7,3.5,36527.80,0.00,7.00,0.00
2018-10-24,51,65,9.5,4.5,36292.14,25043.82,0.70,0.00
2018-10-25,51,80,11.0,6.8,36057.91,15036.60,1.30,0.00
2018-10-26,51,75,10.4,7.0,35825.33,16088.16,0.60,0.00
2018-10-27,3,69,8.1,3.6,35594.61,19376.70,0.00,0.00
2018-10-28,51,77,6.0,1.9,35365.97,10800.00,0.90,0.00
2018-10-29,3,83,4.9,-0.1,35139.64,0.00,0.00,0.00
2018-10-30,51,68,13.2,8.8,34915.87,29314.81,0.30,0.00
2018-10-31,3,64,9.0,4.6,34694.62,30083.22,0.00,0.00
2018-11-01,3,83,8.6,6.1,34473.90,22382.53,0.00,0.00
2018-11-02,3,80,9.2,6.5,34253.43,25265.20,0.00,0.00
2018-11-03,3,88,7.2,5.2,34033.39,15190.13,0.00,0.00
2018-11-04,3,90,9.0,6.5,33814.02,4869.41,0.00,0.00
2018-11-05,3,85,11.7,9.3,33595.54,28314.94,0.00,0.00
2018-11-06,3,82,11.9,9.7,33378.18,28381.27,0.00,0.00
2018-11-07,3,88,10.5,8.6,33162.16,28084.07,0.00,0.00
2018-11-08,3,93,8.3,6.4,32947.74,20355.36,0.00,0.00
2018-11-09,51,97,8.5,6.6,32735.16,0.00,1.60,0.00
2018-11-10,3,91,8.5,6.0,32524.69,26296.49,0.00,0.00
2018-11-11,53,90,8.9,6.5,32316.58,13854.32,2.10,0.00
2018-11-12,51,82,11.2,8.9,32111.10,20295.15,0.10,0.00
2018-11-13,53,90,10.5,8.7,31908.54,4840.06,4.80,0.00
2018-11-14,3,87,8.5,5.9,31709.19,22197.53,0.00,0.00
2018-11-15,3,87,7.4,4.6,31513.32,26079.59,0.00,0.00
2018-11-16,3,80,5.4,1.3,31321.25,26506.65,0.00,0.00
2018-11-17,3,81,2.7,-1.5,31133.29,26291.69,0.00,0.00
2018-11-18,3,88,0.6,-3.2,30949.74,14854.30,0.00,0.00
2018-11-19,51,90,3.5,-1.2,30770.94,12052.11,1.30,0.00
2018-11-20,73,79,2.2,-3.7,30596.97,697.84,0.10,0.35
