latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38.0,7200,Europe/Berlin,GMT+2

time,weather_code (wmo code),relative_humidity_2m_mean (%),temperature_2m_mean (°C),apparent_temperature_mean (°C),daylight_duration (s),sunshine_duration (s),rain_sum (mm),snowfall_sum (cm)
2018-11-21,3,77,1.3,-3.9,30425.97,0.00,0.00,0.00
2018-11-22,3,78,1.5,-3.1,30257.68,9323.46,0.00,0.00
2018-11-23,3,85,2.2,-1.3,30092.31,2132.23,0.00,0.00
2018-11-24,51,96,1.4,-1.6,29930.11,176.15,0.50,0.00
2018-11-25,51,96,3.8,1.0,29771.30,57.74,0.10,0.00
2018-11-26,3,88,2.4,-1.7,29616.12,0.00,0.00,0.00
2018-11-27,3,86,-0.4,-3.6,29464.82,8788.20,0.00,0.00
2018-11-28,3,80,-0.5,-4.9,29317.64,24030.22,0.00,0.00
2018-11-29,3,62,-0.3,-6.4,29174.84,21670.09,0.00,0.00
2018-11-30,53,71,0.5,-4.8,29036.67,0.00,4.60,0.00
2018-12-01,51,95,3.1,-0.1,28903.39,728.19,0.90,0.00
2018-12-02,53,90,6.0,2.2,28775.27,0.00,2.90,0.00
2018-12-03,55,91,9.7,7.1,28652.57,8268.73,3.70,0.00
2018-12-04,51,81,6.3,2.1,28535.56,22219.60,0.30,0.00
2018-12-05,3,88,1.9,-1.9,28424.50,22611.14,0.00,0.00
2018-12-06,51,75,4.6,0.4,28319.67,7532.76,0.90,0.00
2018-12-07,55,92,10.1,7.0,28221.34,0.00,8.40,0.00
2018-12-08,53,80,7.0,1.6,28129.77,8381.04,2.50,0.00
2018-12-09,53,87,6.9,1.8,28045.24,1646.70,6.10,0.00
2018-12-10,71,81,4.2,-1.7,27967.88,21538.36,1.80,0.14
2018-12-11,71,90,3.3,-1.5,27896.76,10800.00,4.70,0.21
2018-12-12,3,92,1.9,-1.5,27831.72,21106.22,0.00,0.00
2018-12-13,71,93,1.3,-2.2,27772.83,0.00,0.40,0.07
2018-12-14,71,87,-0.4,-4.4,27720.16,12501.57,0.00,0.07
2018-12-15,3,87,-0.7,-4.5,27673.77,11854.88,0.00,0.00
2018-12-16,71,81,-0.8,-5.3,27633.73,10469.32,0.00,0.21
2018-12-17,3,90,-0.2,-3.4,27600.09,0.00,0.00,0.00
2018-12-18,51,95,3.2,0.2,27572.91,3583.96,0.20,0.00
2018-12-19,51,91,1.7,-2.6,27552.24,2847.67,0.20,0.00
2018-12-20,51,93,3.5,0.3,27538.11,626.39,0.20,0.00
2018-12-21,61,91,6.1,2.3,27530.57,0.00,8.50,0.00
2018-12-22,61,86,6.1,1.9,27529.65,453.01,5.50,0.00
2018-12-23,53,93,5.2,1.7,27535.38,0.00,3.70,0.00
2018-12-24,53,83,2.2,-2.3,27547.79,0.00,1.80,0.00
2018-12-25,51,84,4.5,-0.5,27566.87,1733.74,0.30,0.00
2018-12-26,51,88,5.8,1.4,27592.66,0.00,0.10,0.00
2018-12-27,51,93,5.4,1.5,27625.16,0.00,1.00,0.00
2018-12-28,51,93,6.0,2.6,27664.36,1277.22,0.40,0.00
2018-12-29,61,93,5.7,1.9,27710.26,0.00,2.80,0.00
2018-12-30,55,86,5.9,1.2,27762.94,10569.61,4.70,0.00
2018-12-31,3,94,4.6,1.6,27822.95,0.00,0.00,0.00
2019-01-01,51,82,6.4,0.7,27890.24,10872.80,1.90,0.00
2019-01-02,3,52,2.3,-4.5,27964.61,17723.70,0.00,0.00
2019-01-03,71,77,-0.7,-5.5,28045.82,16116.76,0.10,0.21
2019-01-04,71,91,1.2,-3.2,28133.65,0.00,0.40,0.07
2019-01-05,51,92,5.8,2.0,28227.87,11558.11,1.20,0.00
2019-01-06,3,87,1.4,-2.0,28328.25,17392.83,0.00,0.00
2019-01-07,53,95,3.0,-0.2,28434.58,0.00,1.90,0.00
2019-01-08,61,90,4.7,-0.7,28546.62,0.00,11.20,0.00
2019-01-09,73,94,1.8,-3.8,28664.13,0.00,5.50,3.01
2019-01-10,51,85,0.8,-3.7,28786.89,22350.84,0.40,0.00
2019-01-11,73,90,1.8,-2.7,28914.68,0.00,0.70,1.40
2019-01-12,53,91,4.0,-0.5,29047.28,0.00,3.00,0.00
2019-01-13,61,91,6.0,1.0,29184.44,0.00,8.40,0.00
2019-01-14,71,63,2.2,-4.7,29325.97,20012.13,0.20,0.07
2019-01-15,73,81,3.1,-3.0,29471.64,0.00,2.40,0.56
2019-01-16,53,84,6.2,1.3,29621.24,0.00,2.00,0.00
2019-01-17,73,80,4.3,-0.7,29774.56,19791.54,4.10,0.98
2019-01-18,73,81,0.3,-4.6,29931.39,24278.68,0.40,1.33
2019-01-19,3,88,-0.6,-3.9,30091.75,16782.55,0.00,0.00
2019-01-20,3,86,-3.0,-6.7,30257.38,22607.69,0.00,0.00
2019-01-21,3,89,-3.1,-7.1,30428.39,14950.25,0.00,0.00
2019-01-22,3,79,-3.5,-7.9,30604.44,24739.66,0.00,0.00
2019-01-23,3,78,-5.4,-10.9,30785.21,25896.38,0.00,0.00
2019-01-24,3,67,-3.8,-8.8,30970.37,0.00,0.00,0.00
2019-01-25,3,70,-3.7,-7.8,31159.62,4419.76,0.00,0.00
2019-01-26,73,92,-0.1,-3.9,31352.64,0.00,3.70,1.33
2019-01-27,53,92,3.4,-0.6,31549.14,3879.62,3.40,0.00
2019-01-28,53,89,2.7,-1.0,31748.82,12480.55,3.10,0.00
2019-01-29,73,89,-0.0,-4.4,31951.41,18260.57,0.60,0.49
2019-01-30,3,81,-0.9,-6.0,32156.61,26952.73,0.00,0.00
2019-01-31,3,80,0.4,-3.6,32364.17,15447.43,0.00,0.00
2019-02-01,3,82,-0.7,-5.4,32573.82,2989.99,0.00,0.00
2019-02-02,73,94,0.5,-3.0,32785.32,0.00,1.20,3.71
2019-02-03,71,93,1.0,-3.1,32998.39,0.00,0.60,0.21
2019-02-04,3,84,0.7,-3.6,33212.82,28033.05,0.00,0.00
2019-02-05,71,76,2.2,-2.6,33428.37,3689.24,0.00,0.28
2019-02-06,3,83,2.5,-1.6,33644.80,27514.25,0.00,0.00
2019-02-07,51,73,2.4,-2.3,33861.89,19367.06,0.10,0.00
2019-02-08,3,81,4.6,-0.1,34079.71,19297.54,0.00,0.00
2019-02-09,53,66,7.0,1.5,34300.30,20157.88,2.10,0.00
2019-02-10,61,81,6.7,1.8,34523.91,0.00,7.90,0.00
2019-02-11,73,77,4.6,-1.4,34750.29,19522.56,3.00,0.28
2019-02-12,3,68,2.6,-2.7,34979.16,30083.64,0.00,0.00
2019-02-13,51,87,5.9,1.6,35210.30,0.00,0.60,0.00
2019-02-14,51,85,6.0,2.8,35443.45,29044.57,0.20,0.00
2019-02-15,2,78,3.5,0.2,35678.37,31346.07,0.00,0.00
2019-02-16,1,73,5.7,2.1,35914.84,31494.77,0.00,0.00
2019-02-17,3,85,4.6,1.8,36152.64,31592.07,0.00,0.00
2019-02-18,3,81,5.1,2.1,36391.55,31810.67,0.00,0.00
2019-02-19,53,75,6.2,1.9,36631.36,18976.10,1.20,0.00
2019-02-20,51,81,6.4,2.4,36871.85,20684.29,0.20,0.00
2019-02-21,53,80,7.8,4.2,37112.83,7024.91,3.80,0.00
2019-02-22,53,73,3.3,-1.2,37354.11,32205.17,1.00,0.00
2019-02-23,3,62,-1.0,-5.4,37595.48,33037.14,0.00,0.00
2019-02-24,2,63,2.0,-1.7,37836.76,32838.11,0.00,0.00
2019-02-25,3,72,4.7,1.1,38077.76,33540.06,0.00,0.00
2019-02-26,3,77,5.9,2.6,38318.31,26731.94,0.00,0.00
2019-02-27,3,73,6.4,3.3,38558.21,33174.01,0.00,0.00
2019-02-28,3,72,7.6,3.7,38797.55,33687.89,0.00,0.00
2019-03-01,51,87,4.5,1.6,39038.24,2393.32,0.30,0.00
2019-03-02,51,76,4.0,0.3,39280.58,11708.23,0.10,0.00
2019-03-03,53,85,8.1,4.1,39524.39,419.46,4.30,0.00
2019-03-04,53,74,9.6,4.4,39769.50,19645.20,1.80,0.00
2019-03-05,51,67,6.5,0.4,40015.73,31064.76,1.20,0.00
2019-03-06,3,74,6.4,2.2,40262.90,23011.19,0.00,0.00
2019-03-07,53,66,10.2,5.6,40510.85,19266.78,1.90,0.00
2019-03-08,51,64,7.5,1.5,40759.42,16599.45,1.20,0.00
2019-03-09,61,76,6.9,1.4,41008.45,17530.50,10.70,0.00
2019-03-10,73,80,5.0,0.3,41257.77,2608.31,9.60,1.26
2019-03-11,73,87,3.0,-1.9,41507.21,15134.79,3.80,0.63
2019-03-12,51,73,4.8,-0.0,41756.64,7564.27,0.10,0.00
2019-03-13,53,59,7.0,0.7,42005.89,28633.85,1.60,0.00
2019-03-14,55,86,5.5,0.4,42254.80,7140.50,9.20,0.00
2019-03-15,53,78,7.4,1.9,42503.23,14555.14,4.40,0.00
2019-03-16,55,72,6.8,1.5,42751.01,3115.86,4.80,0.00
2019-03-17,53,78,8.2,3.8,42997.99,18604.92,2.30,0.00
2019-03-18,55,76,5.0,-0.8,43244.01,31345.31,2.50,0.00
2019-03-19,51,70,4.7,0.2,43488.92,36462.12,0.30,0.00
2019-03-20,3,73,5.6,1.8,43732.77,29218.30,0.00,0.00
2019-03-21,3,78,10.3,7.7,43977.34,10547.56,0.00,0.00
2019-03-22,3,88,8.8,6.9,44222.90,26097.81,0.00,0.00
2019-03-23,3,81,10.2,7.8,44469.32,39972.58,0.00,0.00
2019-03-24,3,74,6.9,4.2,44716.46,29967.21,0.00,0.00
2019-03-25,73,78,4.6,0.3,44964.17,25153.69,2.50,0.49
2019-03-26,51,75,4.9,0.1,45212.32,10177.24,0.10,0.00
2019-03-27,51,82,6.4,2.8,45460.76,3600.00,0.10,0.00
2019-03-28,51,89,8.9,6.3,45709.37,0.00,3.50,0.00
2019-03-29,3,84,9.7,7.7,45957.98,14304.84,0.00,0.00
2019-03-30,3,77,9.6,7.1,46206.46,42042.82,0.00,0.00
2019-03-31,3,69,8.0,4.5,46454.67,42183.92,0.00,0.00
2019-04-01,0,64,4.4,0.2,46702.45,42327.92,0.00,0.00
2019-04-02,3,56,7.6,2.9,46949.67,42464.29,0.00,0.00
2019-04-03,51,69,11.8,9.2,47196.16,35897.39,0.20,0.00
2019-04-04,3,62,13.4,10.4,47441.79,42741.38,0.00,0.00
2019-04-05,3,69,12.5,10.0,47686.37,40347.94,0.00,0.00
2019-04-06,3,65,13.6,11.0,47929.76,43299.11,0.00,0.00
2019-04-07,1,61,12.4,9.7,48171.79,43626.12,0.00,0.00
2019-04-08,51,62,10.9,7.7,48412.30,43408.25,0.20,0.00
2019-04-09,3,64,6.8,2.4,48651.34,39600.00,0.00,0.00
2019-04-10,3,61,5.4,1.1,48890.56,25270.61,0.00,0.00
2019-04-11,3,64,3.6,-1.0,49130.27,25354.94,0.00,0.00
2019-04-12,3,65,3.2,-1.3,49370.30,7911.85,0.00,0.00
2019-04-13,71,65,4.1,-0.3,49610.53,4225.24,0.40,0.07
2019-04-14,73,76,5.1,0.7,49850.79,10069.38,2.30,0.35
2019-04-15,0,57,7.1,2.9,50090.95,45294.93,0.00,0.00
2019-04-16,0,54,8.1,3.7,50330.84,45636.67,0.00,0.00
2019-04-17,0,55,10.4,6.7,50570.31,45966.38,0.00,0.00
2019-04-18,3,54,13.0,9.8,50809.20,46216.58,0.00,0.00
2019-04-19,0,46,14.2,10.8,51047.34,46472.25,0.00,0.00
2019-04-20,3,53,12.1,9.1,51284.57,46862.18,0.00,0.00
2019-04-21,3,49,13.6,10.8,51520.70,47272.48,0.00,0.00
2019-04-22,3,43,13.3,8.6,51755.56,47609.56,0.00,0.00
2019-04-23,51,49,14.5,9.0,51988.96,34479.30,0.40,0.00
2019-04-24,3,59,16.5,13.3,52220.71,47411.98,0.00,0.00
2019-04-25,51,53,18.4,16.4,52450.61,46607.80,0.20,0.00
2019-04-26,53,55,19.4,17.2,52678.46,44987.85,1.70,0.00
2019-04-27,61,73,13.0,10.4,52904.05,24183.39,5.00,0.00
2019-04-28,53,75,10.6,7.6,53127.18,2042.06,0.90,0.00
2019-04-29,53,75,11.0,7.4,53347.82,17859.46,3.30,0.00
2019-04-30,3,53,10.5,6.6,53567.62,48786.57,0.00,0.00
2019-05-01,61,72,12.1,9.1,53786.84,40648.97,4.80,0.00
2019-05-02,51,70,10.6,6.2,54005.31,4109.42,0.10,0.00
2019-05-03,51,61,8.6,3.8,54222.85,25037.71,0.40,0.00
2019-05-04,53,67,6.4,2.7,54439.27,20418.14,2.40,0.00
2019-05-05,3,61,6.8,3.1,54654.39,31259.55,0.00,0.00
2019-05-06,51,65,7.5,3.3,54868.02,22851.39,0.20,0.00
2019-05-07,51,59,8.4,4.7,55079.96,41399.05,0.70,0.00
2019-05-08,3,54,11.0,7.0,55289.99,32400.00,0.00,0.00
2019-05-09,53,76,13.1,11.1,55497.92,27913.96,2.90,0.00
2019-05-10,61,77,12.3,10.1,55703.51,50400.00,5.70,0.00
2019-05-11,51,76,10.6,8.3,55906.55,17888.38,2.60,0.00
2019-05-12,51,56,11.0,7.0,56106.80,44356.27,0.30,0.00
2019-05-13,51,53,9.8,5.7,56304.03,50447.47,0.10,0.00
2019-05-14,51,58,8.8,4.1,56498.00,47032.29,0.20,0.00
2019-05-15,51,55,8.6,3.9,56688.44,34095.91,0.10,0.00
2019-05-16,63,85,10.0,7.4,56875.09,78.34,12.70,0.00
2019-05-17,3,77,12.8,11.4,57057.72,27749.11,0.00,0.00
2019-05-18,51,68,16.9,15.4,57236.02,50519.62,0.10,0.00
2019-05-19,3,71,17.7,16.6,57409.92,50787.16,0.00,0.00
2019-05-20,61,79,18.5,18.1,57580.82,33982.77,4.60,0.00
2019-05-21,51,74,17.8,17.6,57748.90,50190.22,0.40,0.00
2019-05-22,51,85,13.7,11.0,57914.00,0.00,1.40,0.00
2019-05-23,3,62,14.1,11.5,58075.89,51633.23,0.00,0.00
2019-05-24,3,57,16.5,14.3,58234.42,49771.57,0.00,0.00
2019-05-25,3,62,14.6,11.8,58389.39,35764.75,0.00,0.00
2019-05-26,3,60,15.9,12.8,58540.59,28830.91,0.00,0.00
2019-05-27,3,67,17.2,15.5,58687.82,14992.35,0.00,0.00
2019-05-28,51,62,15.6,13.4,58830.89,21481.49,0.20,0.00
2019-05-29,3,52,12.7,9.3,58969.58,47845.93,0.00,0.00
2019-05-30,3,51,15.5,12.4,59103.69,38721.27,0.00,0.00
2019-05-31,51,69,18.9,18.2,59233.00,39965.16,1.40,0.00
2019-06-01,3,61,21.5,20.7,59357.30,52543.52,0.00,0.00
2019-06-02,3,54,23.6,23.2,59476.37,51441.90,0.00,0.00
2019-06-03,3,40,27.1,25.3,59590.00,52593.12,0.00,0.00
2019-06-04,3,53,24.8,25.0,59697.95,53555.97,0.00,0.00
2019-06-05,1,47,27.2,26.4,59800.03,53822.77,0.00,0.00
2019-06-06,63,62,23.5,22.8,59896.01,36847.89,10.60,0.00
2019-06-07,63,60,19.5,18.6,59985.68,46336.13,6.00,0.00
2019-06-08,53,52,19.2,15.9,60068.89,44347.51,0.50,0.00
2019-06-09,3,43,19.7,17.7,60146.34,47080.38,0.00,0.00
2019-06-10,61,57,22.4,22.0,60218.11,40586.62,3.80,0.00
2019-06-11,53,74,23.0,24.4,60284.12,39627.82,2.90,0.00
2019-06-12,63,71,24.0,25.1,60344.32,40415.72,7.90,0.00
2019-06-13,51,66,20.1,20.0,60398.64,44889.34,0.60,0.00
2019-06-14,51,52,23.6,23.0,60447.03,49298.02,0.70,0.00
2019-06-15,63,59,25.4,24.8,60489.42,37605.07,8.10,0.00
2019-06-16,3,62,19.6,18.7,60525.75,50081.16,0.00,0.00
2019-06-17,51,58,21.1,20.8,60556.01,46883.38,0.10,0.00
2019-06-18,3,45,24.2,22.4,60580.12,55371.13,0.00,0.00
2019-06-19,53,52,24.8,24.4,60598.05,46975.29,0.50,0.00
2019-06-20,61,61,22.8,23.3,60609.79,53774.54,1.60,0.00
2019-06-21,51,63,20.9,20.2,60615.28,54364.06,0.60,0.00
2019-06-22,3,54,20.4,18.6,60614.51,55109.21,0.00,0.00
2019-06-23,3,47,21.8,19.6,60607.46,53610.96,0.00,0.00
2019-06-24,3,42,23.6,21.7,60594.12,55267.79,0.00,0.00
2019-06-25,3,41,27.3,26.2,60574.49,55416.30,0.00,0.00
2019-06-26,3,49,29.6,29.9,60548.55,54643.09,0.00,0.00
2019-06-27,3,53,20.6,18.2,60516.30,53877.96,0.00,0.00
2019-06-28,3,57,19.6,18.1,60477.71,46644.43,0.00,0.00
2019-06-29,2,48,22.9,22.1,60432.36,55199.05,0.00,0.00
2019-06-30,2,39,28.3,26.6,60380.32,55318.89,0.00,0.00
2019-07-01,55,48,23.1,21.1,60321.70,49299.61,1.90,0.00
2019-07-02,3,49,18.4,14.7,60256.71,39616.64,0.00,0.00
2019-07-03,51,52,15.9,12.4,60185.48,42549.31,0.10,0.00
2019-07-04,3,50,17.2,14.2,60108.21,33988.92,0.00,0.00
2019-07-05,51,61,18.0,15.4,60025.05,14072.52,1.20,0.00
2019-07-06,61,70,18.2,17.0,59936.20,13560.05,4.00,0.00
2019-07-07,3,63,15.2,11.8,59841.79,38784.10,0.00,0.00
2019-07-08,51,63,14.4,11.3,59742.04,28573.72,0.10,0.00
2019-07-09,51,59,15.4,12.4,59637.11,40107.62,0.20,0.00
2019-07-10,53,62,16.9,14.3,59527.17,52507.21,1.40,0.00
2019-07-11,3,57,18.7,17.6,59412.41,39204.05,0.00,0.00
2019-07-12,61,82,17.5,18.2,59293.01,9585.85,8.50,0.00
2019-07-13,61,68,19.7,19.2,59169.12,51929.83,2.40,0.00
2019-07-14,51,72,18.3,17.3,59040.94,48558.21,0.20,0.00
2019-07-15,51,66,16.7,15.0,58908.64,13530.71,0.10,0.00
2019-07-16,51,63,17.4,15.0,58772.38,23585.23,0.50,0.00
2019-07-17,3,63,18.2,16.9,58632.32,51046.66,0.00,0.00
2019-07-18,3,53,20.2,19.0,58488.48,51340.57,0.00,0.00
2019-07-19,51,55,21.7,20.7,58339.60,48009.21,0.20,0.00
2019-07-20,51,58,23.5,23.5,58185.61,43039.62,0.10,0.00
2019-07-21,51,66,21.8,21.4,58026.79,52305.63,0.30,0.00
2019-07-22,51,62,20.7,20.5,57863.41,25000.82,0.30,0.00
2019-07-23,2,62,23.8,24.1,57695.73,52463.18,0.00,0.00
2019-07-24,2,52,25.8,26.1,57524.00,52390.31,0.00,0.00
2019-07-25,3,49,27.1,27.1,57348.48,52315.59,0.00,0.00
2019-07-26,1,50,25.5,24.5,57169.41,51719.60,0.00,0.00
2019-07-27,3,50,24.1,22.1,56987.05,51285.14,0.00,0.00
2019-07-28,3,53,25.4,24.9,56801.61,50400.00,0.00,0.00
2019-07-29,53,54,27.7,29.2,56613.34,48586.82,2.20,0.00
2019-07-30,51,73,24.5,26.1,56422.45,50400.00,0.80,0.00
2019-07-31,63,79,21.1,22.6,56229.16,30684.74,9.70,0.00
2019-08-01,53,79,19.4,20.2,56033.69,49907.43,1.40,0.00
2019-08-02,61,78,18.7,19.5,55836.23,45534.07,5.10,0.00
2019-08-03,61,72,19.4,19.7,55637.00,50282.07,1.40,0.00
2019-08-04,51,70,19.6,19.4,55436.18,50009.27,0.30,0.00
2019-08-05,53,71,19.9,20.0,55233.96,41467.41,0.90,0.00
2019-08-06,53,72,21.5,22.2,55030.52,42692.24,1.20,0.00
2019-08-07,53,77,20.5,21.2,54825.85,25756.73,0.90,0.00
2019-08-08,51,58,20.6,19.1,54618.34,49625.88,0.10,0.00
2019-08-09,3,61,21.3,21.2,54407.84,42584.43,0.00,0.00
2019-08-10,61,63,23.1,22.4,54194.56,45229.86,3.80,0.00
2019-08-11,51,52,22.9,21.9,53978.75,45472.63,0.10,0.00
2019-08-12,51,57,20.7,19.7,53760.61,19919.60,0.20,0.00
2019-08-13,51,61,18.4,16.2,53540.36,49176.93,0.50,0.00
2019-08-14,3,59,16.5,14.2,53318.21,49044.89,0.00,0.00
2019-08-15,51,60,17.4,15.3,53094.35,21054.72,0.10,0.00
2019-08-16,51,71,18.6,17.7,52868.98,47167.75,0.10,0.00
2019-08-17,3,56,20.4,18.5,52642.30,18192.78,0.00,0.00
2019-08-18,53,74,21.0,21.0,52414.48,22569.11,3.40,0.00
2019-08-19,3,68,19.6,18.9,52185.70,33398.33,0.00,0.00
2019-08-20,51,62,19.2,18.6,51956.13,29637.96,0.70,0.00
2019-08-21,51,58,18.8,17.3,51725.94,46998.47,0.30,0.00
2019-08-22,3,51,19.5,17.7,51495.29,46966.84,0.00,0.00
2019-08-23,0,55,21.6,20.8,51264.35,46689.14,0.00,0.00
2019-08-24,2,53,22.6,21.4,51033.27,46418.68,0.00,0.00
2019-08-25,2,48,24.9,23.8,50802.19,45630.96,0.00,0.00
2019-08-26,3,51,25.2,25.2,50571.28,42145.39,0.00,0.00
2019-08-27,51,63,25.3,26.3,50340.45,39441.53,0.10,0.00
2019-08-28,3,61,25.9,27.0,50108.12,43487.30,0.00,0.00
2019-08-29,3,65,24.1,25.1,49874.05,44030.38,0.00,0.00
2019-08-30,51,67,23.7,25.2,49638.42,43761.87,0.90,0.00
2019-08-31,3,56,26.2,26.6,49401.39,44027.88,0.00,0.00
2019-09-01,3,55,24.6,24.1,49163.13,43200.00,0.00,0.00
2019-09-02,3,54,17.8,15.3,48923.79,36448.14,0.00,0.00
2019-09-03,3,62,16.1,13.8,48683.55,17549.63,0.00,0.00
2019-09-04,3,60,19.4,18.0,48442.53,39017.99,0.00,0.00
2019-09-05,51,58,18.1,15.4,48200.91,39489.86,0.50,0.00
2019-09-06,3,55,15.1,12.3,47958.81,38966.16,0.00,0.00
2019-09-07,51,58,14.9,13.0,47716.39,18696.75,0.30,0.00
2019-09-08,3,66,15.7,14.4,47473.78,40233.92,0.00,0.00
2019-09-09,61,90,14.0,12.9,47231.12,0.00,18.10,0.00
2019-09-10,51,68,15.3,12.0,46988.55,29931.17,0.60,0.00
2019-09-11,3,58,16.0,13.5,46746.21,37115.87,0.00,0.00
2019-09-12,51,72,17.7,16.5,46504.22,28163.50,1.00,0.00
2019-09-13,53,71,17.3,15.6,46262.72,31525.58,1.80,0.00
2019-09-14,3,68,13.7,11.9,46021.84,42041.33,0.00,0.00
2019-09-15,51,57,16.4,13.2,45781.70,41803.73,0.30,0.00
2019-09-16,51,76,14.2,12.2,45542.23,4801.20,0.50,0.00
2019-09-17,61,76,11.9,8.0,45301.82,22292.43,2.70,0.00
2019-09-18,3,60,11.7,7.1,45060.20,39740.49,0.00,0.00
2019-09-19,3,65,11.4,8.3,44817.54,37887.58,0.00,0.00
2019-09-20,3,72,11.5,9.0,44573.96,31854.76,0.00,0.00
2019-09-21,2,67,14.2,12.4,44329.62,40354.95,0.00,0.00
2019-09-22,0,62,15.9,13.5,44084.66,40108.92,0.00,0.00
2019-09-23,3,60,16.2,14.0,43839.21,38197.23,0.00,0.00
2019-09-24,51,82,15.9,15.8,43593.43,19722.83,0.10,0.00
2019-09-25,53,89,14.8,14.7,43347.43,0.00,4.10,0.00
2019-09-26,3,83,14.8,14.1,43101.38,37225.02,0.00,0.00
2019-09-27,61,91,15.3,14.9,42855.39,0.00,10.10,0.00
2019-09-28,63,85,14.5,12.9,42609.62,33073.96,4.90,0.00
2019-09-29,53,80,14.8,12.2,42364.20,7474.35,5.10,0.00
2019-09-30,63,81,14.6,10.8,42119.27,21643.96,13.50,0.00
2019-10-01,55,86,13.8,11.9,41874.96,6849.24,5.70,0.00
2019-10-02,63,81,10.6,8.0,41631.45,14786.44,10.50,0.00
2019-10-03,53,81,9.7,6.4,41388.84,31322.90,2.10,0.00
2019-10-04,63,89,8.8,6.8,41147.30,15636.83,9.30,0.00
2019-10-05,55,87,8.8,5.5,40906.98,26862.85,8.80,0.00
2019-10-06,3,77,6.8,3.6,40667.80,29533.60,0.00,0.00
2019-10-07,3,75,5.6,2.8,40428.02,35930.48,0.00,0.00
2019-10-08,55,85,9.3,6.4,40187.35,0.00,4.30,0.00
2019-10-09,53,85,12.0,9.7,39945.97,23016.71,2.50,0.00
2019-10-10,53,79,11.3,7.8,39704.02,33659.75,1.60,0.00
2019-10-11,53,76,12.7,9.3,39461.67,11542.49,1.00,0.00
2019-10-12,3,71,16.1,13.6,39219.07,27463.58,0.00,0.00
2019-10-13,3,77,18.4,17.8,38976.40,34865.44,0.00,0.00
2019-10-14,2,73,18.5,17.8,38733.81,34610.47,0.00,0.00
2019-10-15,3,87,15.4,15.1,38491.48,34355.21,0.00,0.00
2019-10-16,61,94,11.8,9.6,38249.57,0.00,8.40,0.00
2019-10-17,3,80,13.7,12.0,38008.26,23498.76,0.00,0.00
2019-10-18,61,83,14.7,13.1,37767.73,25752.29,3.90,0.00
2019-10-19,51,86,11.8,9.9,37528.16,6102.53,0.50,0.00
2019-10-20,3,82,14.1,13.2,37289.73,21449.59,0.00,0.00
2019-10-21,3,90,14.0,13.7,37052.65,20753.66,0.00,0.00
2019-10-22,3,86,13.2,12.4,36817.09,32158.12,0.00,0.00
2019-10-23,3,89,11.7,10.2,36583.26,26833.49,0.00,0.00
2019-10-24,3,92,13.6,12.7,36351.37,9531.98,0.00,0.00
2019-10-25,3,81,13.7,11.9,36121.62,30910.90,0.00,0.00
2019-10-26,3,75,14.1,11.3,35893.99,30474.68,0.00,0.00
2019-10-27,55,72,12.4,9.1,35666.52,0.00,2.40,0.00
2019-10-28,51,81,8.3,4.8,35438.90,30558.32,0.20,0.00
2019-10-29,51,88,5.9,3.1,35211.35,30437.32,0.60,0.00
2019-10-30,2,82,3.3,0.3,34984.06,29921.90,0.00,0.00
2019-10-31,3,86,0.8,-2.5,34757.24,29160.19,0.00,0.00
2019-11-01,53,83,2.0,-2.2,34531.11,24247.54,1.50,0.00
2019-11-02,53,91,10.3,7.7,34305.89,23134.70,1.50,0.00
2019-11-03,53,93,11.0,9.1,34081.80,8048.63,3.10,0.00
2019-11-04,55,94,9.5,7.9,33859.07,10458.39,7.10,0.00
2019-11-05,55,93,8.5,6.3,33637.95,12536.35,1.90,0.00
2019-11-06,53,95,7.8,5.2,33418.67,1784.64,4.70,0.00
2019-11-07,51,90,7.8,5.5,33201.49,4176.42,0.20,0.00
2019-11-08,53,90,7.1,4.7,32986.68,13401.76,3.50,0.00
2019-11-09,53,94,7.0,4.4,32774.49,0.00,3.50,0.00
2019-11-10,2,90,4.0,1.5,32565.21,26853.38,0.00,0.00
2019-11-11,3,90,2.8,-0.8,32359.11,24704.17,0.00,0.00
2019-11-12,3,83,4.0,0.1,32156.49,7295.38,0.00,0.00
2019-11-13,51,87,4.5,1.3,31957.63,277.47,0.20,0.00
2019-11-14,3,87,4.4,1.0,31762.87,27009.98,0.00,0.00
2019-11-15,3,86,6.7,2.3,31572.22,16256.11,0.00,0.00
2019-11-16,53,90,6.7,3.3,31383.75,5707.09,1.40,0.00
2019-11-17,51,94,4.4,1.0,31197.18,5147.48,1.30,0.00
2019-11-18,53,89,9.0,5.8,31012.72,8874.36,1.40,0.00
2019-11-19,51,76,6.2,2.0,30830.62,24287.14,0.50,0.00
2019-11-20,55,93,5.3,3.1,30651.14,0.00,7.30,0.00
2019-11-21,53,96,7.4,5.2,30474.50,129.09,4.20,0.00
2019-11-22,51,94,8.5,6.4,30300.98,9349.62,1.20,0.00
2019-11-23,3,87,8.1,4.4,30130.82,14935.95,0.00,0.00
2019-11-24,3,89,5.4,1.8,29964.30,23704.60,0.00,0.00
2019-11-25,3,94,4.1,0.9,29801.69,3013.35,0.00,0.00
2019-11-26,51,92,5.9,3.2,29643.27,129.03,0.20,0.00
2019-11-27,61,92,6.2,2.9,29489.33,3643.23,2.80,0.00
